,record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
32296,32297,7,22,2001,11,OT,M,21.0,27.0
32297,32298,7,22,2001,9,DM,M,37.0,49.0
32298,32299,7,22,2001,9,DM,F,36.0,48.0
32300,32301,7,22,2001,9,PP,F,22.0,11.0
32301,32302,7,22,2001,9,DM,F,36.0,43.0
32303,32304,7,22,2001,9,DM,F,33.0,25.0
32304,32305,7,22,2001,9,DM,F,35.0,42.0
32305,32306,7,22,2001,9,DM,F,34.0,25.0
32306,32307,7,22,2001,8,PP,F,22.0,21.0
32307,32308,7,22,2001,8,PP,F,22.0,19.0
32309,32310,7,22,2001,8,PB,F,26.0,27.0
32310,32311,7,22,2001,8,PP,M,22.0,16.0
32311,32312,7,22,2001,8,DO,M,36.0,53.0
32312,32313,7,22,2001,8,PB,M,28.0,22.0
32313,32314,7,22,2001,8,PP,M,22.0,13.0
32314,32315,7,22,2001,8,PP,M,21.0,9.0
32315,32316,7,22,2001,8,PP,F,23.0,17.0
32316,32317,7,22,2001,8,DO,M,36.0,46.0
32317,32318,7,22,2001,8,PB,F,25.0,21.0
32318,32319,7,22,2001,8,DO,F,36.0,61.0
32321,32322,7,22,2001,8,PP,F,22.0,15.0
32322,32323,7,22,2001,8,PB,F,27.0,23.0
32323,32324,7,22,2001,8,PB,F,25.0,33.0
32324,32325,7,22,2001,8,OT,F,22.0,27.0
32325,32326,7,22,2001,13,PB,F,26.0,27.0
32326,32327,7,22,2001,13,PB,M,27.0,39.0
32328,32329,7,22,2001,13,PB,M,26.0,43.0
32329,32330,7,22,2001,13,PP,F,22.0,20.0
32330,32331,7,22,2001,13,PB,M,27.0,33.0
32331,32332,7,22,2001,13,PB,M,28.0,43.0
32332,32333,7,22,2001,13,PP,M,22.0,13.0
32333,32334,7,22,2001,14,DM,F,35.0,25.0
32334,32335,7,22,2001,14,DM,F,35.0,47.0
32335,32336,7,22,2001,14,DM,M,37.0,47.0
32336,32337,7,22,2001,14,DM,F,35.0,54.0
32337,32338,7,22,2001,14,DO,M,38.0,45.0
32340,32341,7,22,2001,14,PP,M,22.0,18.0
32341,32342,7,22,2001,14,DM,F,36.0,48.0
32342,32343,7,22,2001,14,PP,M,22.0,16.0
32343,32344,7,22,2001,14,PP,M,23.0,13.0
32344,32345,7,22,2001,14,PB,M,24.0,14.0
32345,32346,7,22,2001,14,OT,F,20.0,35.0
32346,32347,7,22,2001,15,PP,F,21.0,20.0
32347,32348,7,22,2001,15,PB,M,26.0,29.0
32348,32349,7,22,2001,15,PP,M,22.0,17.0
32349,32350,7,22,2001,15,PP,F,23.0,20.0
32350,32351,7,22,2001,15,PP,M,22.0,17.0
32351,32352,7,22,2001,15,PB,F,27.0,30.0
32352,32353,7,22,2001,15,PP,F,21.0,21.0
32353,32354,7,22,2001,15,PP,F,22.0,21.0
32355,32356,7,22,2001,15,NL,F,26.0,146.0
32356,32357,7,22,2001,15,PP,F,22.0,16.0
32357,32358,7,22,2001,16,PP,M,23.0,16.0
32358,32359,7,22,2001,16,PP,M,23.0,18.0
32359,32360,7,22,2001,16,PE,M,20.0,18.0
32362,32363,8,25,2001,1,PP,M,22.0,16.0
32363,32364,8,25,2001,1,PB,F,26.0,40.0
32364,32365,8,25,2001,1,PP,F,22.0,20.0
32365,32366,8,25,2001,1,PB,M,27.0,42.0
32366,32367,8,25,2001,1,PB,M,26.0,33.0
32367,32368,8,25,2001,1,DO,F,36.0,50.0
32368,32369,8,25,2001,1,PB,F,26.0,34.0
32369,32370,8,25,2001,1,PB,M,26.0,20.0
32370,32371,8,25,2001,1,PP,M,23.0,16.0
32371,32372,8,25,2001,1,PP,M,22.0,14.0
32372,32373,8,25,2001,1,DM,M,33.0,39.0
32373,32374,8,25,2001,1,DO,F,36.0,54.0
32374,32375,8,25,2001,1,PP,M,23.0,17.0
32375,32376,8,25,2001,1,DO,M,37.0,57.0
32377,32378,8,25,2001,2,PP,M,23.0,19.0
32378,32379,8,25,2001,2,PP,F,22.0,17.0
32379,32380,8,25,2001,2,DM,F,36.0,49.0
32381,32382,8,25,2001,2,PB,F,26.0,32.0
32382,32383,8,25,2001,2,OT,M,20.0,25.0
32383,32384,8,25,2001,2,OT,M,21.0,23.0
32384,32385,8,25,2001,2,OT,F,21.0,31.0
32385,32386,8,25,2001,2,DM,M,36.0,46.0
32386,32387,8,25,2001,2,PP,M,22.0,18.0
32388,32389,8,25,2001,2,OT,M,21.0,26.0
32389,32390,8,25,2001,2,OT,F,21.0,23.0
32390,32391,8,25,2001,2,NL,F,33.0,193.0
32391,32392,8,25,2001,12,OT,M,20.0,25.0
32392,32393,8,25,2001,12,PP,F,23.0,19.0
32393,32394,8,25,2001,12,DM,F,35.0,50.0
32394,32395,8,25,2001,12,PP,M,23.0,25.0
32395,32396,8,25,2001,12,DO,M,36.0,58.0
32396,32397,8,25,2001,12,PP,F,23.0,19.0
32397,32398,8,25,2001,12,PP,F,23.0,41.0
32398,32399,8,25,2001,12,DM,M,36.0,47.0
32399,32400,8,25,2001,12,OT,M,21.0,20.0
32400,32401,8,25,2001,12,DO,M,37.0,57.0
32401,32402,8,25,2001,12,PP,F,22.0,16.0
32402,32403,8,25,2001,12,PP,M,21.0,17.0
32403,32404,8,25,2001,24,NL,M,33.0,195.0
32404,32405,8,25,2001,24,NL,M,34.0,171.0
32407,32408,8,25,2001,19,PB,F,26.0,31.0
32408,32409,8,25,2001,19,PP,M,23.0,20.0
32409,32410,8,25,2001,19,PP,M,23.0,19.0
32410,32411,8,25,2001,19,PB,F,26.0,28.0
32411,32412,8,25,2001,19,PP,F,23.0,17.0
32412,32413,8,25,2001,19,PF,F,15.0,9.0
32413,32414,8,25,2001,19,PB,F,26.0,30.0
32414,32415,8,25,2001,18,PB,F,26.0,26.0
32415,32416,8,25,2001,18,PB,F,25.0,30.0
32416,32417,8,25,2001,18,PB,M,28.0,44.0
32417,32418,8,25,2001,18,PB,F,26.0,30.0
32418,32419,8,25,2001,18,PF,F,16.0,11.0
32419,32420,8,25,2001,17,PP,M,21.0,16.0
32420,32421,8,25,2001,17,PB,M,26.0,34.0
32421,32422,8,25,2001,17,DM,M,36.0,41.0
32422,32423,8,25,2001,17,PP,F,22.0,20.0
32423,32424,8,25,2001,17,DM,F,36.0,50.0
32424,32425,8,25,2001,17,PF,F,15.0,16.0
32425,32426,8,25,2001,17,PP,M,22.0,15.0
32426,32427,8,25,2001,17,DM,M,36.0,49.0
32427,32428,8,25,2001,17,PB,M,27.0,35.0
32429,32430,8,25,2001,17,PB,F,21.0,26.0
32430,32431,8,25,2001,17,DM,M,36.0,44.0
32431,32432,8,25,2001,17,PB,M,29.0,42.0
32432,32433,8,25,2001,22,DM,M,37.0,43.0
32433,32434,8,25,2001,22,PB,F,26.0,30.0
32434,32435,8,25,2001,22,PB,F,27.0,31.0
32435,32436,8,25,2001,22,PB,M,27.0,44.0
32436,32437,8,25,2001,22,PP,M,23.0,18.0
32437,32438,8,25,2001,22,PB,F,27.0,27.0
32438,32439,8,25,2001,22,PP,M,25.0,20.0
32439,32440,8,25,2001,22,PB,M,26.0,28.0
32440,32441,8,25,2001,22,OT,F,21.0,21.0
32441,32442,8,25,2001,22,PB,F,26.0,31.0
32442,32443,8,25,2001,23,PE,F,24.0,24.0
32443,32444,8,25,2001,23,PE,M,20.0,22.0
32444,32445,8,25,2001,21,PB,F,26.0,28.0
32445,32446,8,25,2001,21,PB,F,27.0,31.0
32446,32447,8,25,2001,21,PB,F,27.0,30.0
32447,32448,8,25,2001,21,PB,M,27.0,36.0
32448,32449,8,25,2001,21,PB,F,27.0,39.0
32449,32450,8,25,2001,21,PB,F,26.0,33.0
32450,32451,8,25,2001,21,PB,F,26.0,23.0
32451,32452,8,25,2001,21,PB,F,27.0,32.0
32452,32453,8,25,2001,21,PB,F,26.0,37.0
32454,32455,8,25,2001,21,PB,F,26.0,36.0
32455,32456,8,25,2001,21,PB,F,27.0,31.0
32456,32457,8,25,2001,21,PB,M,27.0,37.0
32458,32459,8,25,2001,20,PB,F,26.0,29.0
32459,32460,8,25,2001,20,PB,F,26.0,33.0
32460,32461,8,25,2001,20,OT,F,21.0,20.0
32461,32462,8,25,2001,20,PP,F,23.0,20.0
32462,32463,8,25,2001,20,PP,F,22.0,17.0
32463,32464,8,25,2001,20,PB,M,28.0,38.0
32464,32465,8,25,2001,20,PB,M,27.0,33.0
32465,32466,8,25,2001,20,PB,M,28.0,36.0
32466,32467,8,25,2001,20,PB,F,26.0,35.0
32467,32468,8,25,2001,20,PP,F,22.0,21.0
32468,32469,8,25,2001,20,PP,F,22.0,18.0
32470,32471,8,25,2001,20,PP,M,22.0,18.0
32471,32472,8,25,2001,20,PB,F,27.0,27.0
32473,32474,8,25,2001,7,PP,F,23.0,19.0
32474,32475,8,25,2001,7,PP,M,23.0,16.0
32475,32476,8,25,2001,7,PP,F,22.0,22.0
32476,32477,8,25,2001,7,PB,M,28.0,32.0
32478,32479,8,26,2001,3,PP,F,22.0,15.0
32479,32480,8,26,2001,3,PP,F,22.0,15.0
32481,32482,8,26,2001,3,PB,M,26.0,40.0
32483,32484,8,26,2001,3,PB,M,27.0,33.0
32484,32485,8,26,2001,3,PB,M,26.0,34.0
32485,32486,8,26,2001,3,OT,M,20.0,24.0
32486,32487,8,26,2001,3,PB,M,28.0,42.0
32487,32488,8,26,2001,3,PB,F,25.0,28.0
32488,32489,8,26,2001,3,PB,M,27.0,42.0
32489,32490,8,26,2001,4,DM,F,38.0,51.0
32490,32491,8,26,2001,4,PB,M,27.0,37.0
32491,32492,8,26,2001,4,PP,M,23.0,21.0
32492,32493,8,26,2001,4,PB,M,28.0,40.0
32493,32494,8,26,2001,4,DM,F,36.0,48.0
32494,32495,8,26,2001,4,PB,M,24.0,20.0
32495,32496,8,26,2001,4,PP,F,22.0,18.0
32496,32497,8,26,2001,4,PF,F,16.0,8.0
32497,32498,8,26,2001,4,PP,M,22.0,16.0
32498,32499,8,26,2001,6,PB,F,26.0,28.0
32499,32500,8,26,2001,6,PB,F,26.0,28.0
32500,32501,8,26,2001,6,PB,F,26.0,27.0
32501,32502,8,26,2001,6,PP,F,22.0,17.0
32502,32503,8,26,2001,6,PB,F,26.0,30.0
32503,32504,8,26,2001,6,PB,M,26.0,24.0
32504,32505,8,26,2001,6,PB,F,26.0,37.0
32505,32506,8,26,2001,6,PP,F,22.0,17.0
32506,32507,8,26,2001,6,OT,M,20.0,20.0
32507,32508,8,26,2001,6,PB,F,26.0,24.0
32508,32509,8,26,2001,6,PB,M,27.0,31.0
32509,32510,8,26,2001,6,PB,F,26.0,29.0
32510,32511,8,26,2001,6,PP,F,22.0,20.0
32511,32512,8,26,2001,6,PP,F,22.0,16.0
32512,32513,8,26,2001,6,OT,M,20.0,21.0
32513,32514,8,26,2001,6,PP,F,22.0,15.0
32514,32515,8,26,2001,6,PB,M,26.0,23.0
32515,32516,8,26,2001,6,PB,M,27.0,28.0
32516,32517,8,26,2001,11,PB,F,26.0,21.0
32517,32518,8,26,2001,11,PB,M,27.0,31.0
32518,32519,8,26,2001,11,PP,F,22.0,16.0
32519,32520,8,26,2001,11,DM,M,37.0,49.0
32520,32521,8,26,2001,11,DM,M,35.0,28.0
32521,32522,8,26,2001,11,PB,M,25.0,18.0
32522,32523,8,26,2001,11,PP,F,22.0,18.0
32523,32524,8,26,2001,11,DM,F,37.0,44.0
32524,32525,8,26,2001,11,DM,M,35.0,46.0
32525,32526,8,26,2001,11,OT,F,21.0,24.0
32526,32527,8,26,2001,11,OT,M,20.0,27.0
32527,32528,8,26,2001,11,PB,F,28.0,30.0
32528,32529,8,26,2001,11,PE,M,19.0,18.0
32529,32530,8,26,2001,11,OT,M,20.0,20.0
32530,32531,8,26,2001,11,DM,M,36.0,50.0
32531,32532,8,26,2001,9,DM,M,36.0,45.0
32532,32533,8,26,2001,9,DM,F,36.0,49.0
32533,32534,8,26,2001,9,DM,F,35.0,41.0
32534,32535,8,26,2001,9,DM,F,35.0,44.0
32535,32536,8,26,2001,9,PP,F,22.0,17.0
32536,32537,8,26,2001,9,PP,F,23.0,15.0
32537,32538,8,26,2001,9,DM,M,35.0,24.0
32538,32539,8,26,2001,9,OT,M,21.0,25.0
32539,32540,8,26,2001,8,PP,M,21.0,13.0
32540,32541,8,26,2001,8,OT,F,20.0,30.0
32541,32542,8,26,2001,8,PB,F,27.0,32.0
32542,32543,8,26,2001,8,PP,F,22.0,21.0
32543,32544,8,26,2001,8,DO,M,35.0,59.0
32544,32545,8,26,2001,8,OT,M,21.0,19.0
32545,32546,8,26,2001,8,PB,F,26.0,25.0
32546,32547,8,26,2001,8,OT,M,21.0,22.0
32547,32548,8,26,2001,8,PP,F,22.0,18.0
32548,32549,8,26,2001,8,PP,M,22.0,19.0
32549,32550,8,26,2001,8,PB,F,27.0,30.0
32550,32551,8,26,2001,8,PP,M,21.0,15.0
32551,32552,8,26,2001,8,PP,M,21.0,16.0
32552,32553,8,26,2001,8,PB,M,28.0,34.0
32553,32554,8,26,2001,8,PP,M,21.0,13.0
32554,32555,8,26,2001,8,DO,F,38.0,64.0
32555,32556,8,26,2001,8,PP,F,22.0,16.0
32556,32557,8,26,2001,8,PP,F,23.0,16.0
32557,32558,8,26,2001,8,PP,M,22.0,16.0
32558,32559,8,26,2001,13,PP,M,22.0,18.0
32559,32560,8,26,2001,13,PB,M,26.0,31.0
32560,32561,8,26,2001,13,PB,F,27.0,33.0
32561,32562,8,26,2001,13,OT,F,20.0,17.0
32563,32564,8,26,2001,13,OT,M,21.0,24.0
32564,32565,8,26,2001,13,PB,F,28.0,40.0
32565,32566,8,26,2001,13,OT,F,20.0,21.0
32566,32567,8,26,2001,13,PB,F,25.0,28.0
32567,32568,8,26,2001,14,DM,F,37.0,51.0
32568,32569,8,26,2001,14,PB,M,28.0,29.0
32569,32570,8,26,2001,14,DM,F,37.0,38.0
32570,32571,8,26,2001,14,DM,M,36.0,31.0
32571,32572,8,26,2001,14,DM,F,36.0,45.0
32572,32573,8,26,2001,14,DM,M,37.0,33.0
32574,32575,8,26,2001,14,DM,M,36.0,46.0
32575,32576,8,26,2001,14,DM,F,36.0,44.0
32576,32577,8,26,2001,14,PP,F,21.0,13.0
32577,32578,8,26,2001,14,DM,F,36.0,51.0
32578,32579,8,26,2001,14,PP,F,23.0,15.0
32580,32581,8,26,2001,15,PP,F,21.0,16.0
32581,32582,8,26,2001,15,PP,F,22.0,18.0
32582,32583,8,26,2001,15,PB,F,27.0,34.0
32583,32584,8,26,2001,15,PP,F,23.0,17.0
32584,32585,8,26,2001,15,PB,M,26.0,32.0
32588,32589,9,22,2001,1,DM,M,36.0,42.0
32589,32590,9,22,2001,1,PB,F,25.0,26.0
32590,32591,9,22,2001,1,PP,M,23.0,19.0
32591,32592,9,22,2001,1,DO,M,37.0,58.0
32592,32593,9,22,2001,1,PB,F,26.0,30.0
32593,32594,9,22,2001,1,PP,M,23.0,19.0
32594,32595,9,22,2001,1,PB,M,27.0,43.0
32595,32596,9,22,2001,1,PP,F,22.0,18.0
32596,32597,9,22,2001,1,NL,M,36.0,187.0
32597,32598,9,22,2001,2,OT,M,20.0,24.0
32598,32599,9,22,2001,2,PP,M,22.0,20.0
32599,32600,9,22,2001,2,PB,M,27.0,40.0
32600,32601,9,22,2001,2,DM,M,34.0,24.0
32601,32602,9,22,2001,2,OT,M,20.0,23.0
32602,32603,9,22,2001,2,PB,F,27.0,34.0
32603,32604,9,22,2001,2,DM,M,36.0,47.0
32604,32605,9,22,2001,2,DM,F,36.0,43.0
32605,32606,9,22,2001,2,PP,M,24.0,19.0
32606,32607,9,22,2001,2,DM,M,37.0,50.0
32607,32608,9,22,2001,2,PP,M,22.0,18.0
32608,32609,9,22,2001,2,PP,M,23.0,17.0
32609,32610,9,22,2001,12,PP,M,22.0,21.0
32610,32611,9,22,2001,12,PP,F,22.0,17.0
32611,32612,9,22,2001,12,PP,M,21.0,15.0
32612,32613,9,22,2001,12,DO,M,36.0,58.0
32613,32614,9,22,2001,12,PP,F,22.0,19.0
32614,32615,9,22,2001,12,DM,F,37.0,45.0
32615,32616,9,22,2001,12,DM,M,36.0,49.0
32616,32617,9,22,2001,12,DO,M,38.0,60.0
32617,32618,9,22,2001,12,PE,F,20.0,21.0
32618,32619,9,22,2001,12,PP,F,22.0,18.0
32619,32620,9,22,2001,19,PB,F,26.0,30.0
32620,32621,9,22,2001,19,PB,F,27.0,30.0
32621,32622,9,22,2001,19,PB,F,27.0,27.0
32623,32624,9,22,2001,19,PP,F,21.0,16.0
32624,32625,9,22,2001,19,PB,M,27.0,41.0
32625,32626,9,22,2001,19,OT,F,21.0,21.0
32626,32627,9,22,2001,19,PP,F,22.0,16.0
32627,32628,9,22,2001,19,PB,M,29.0,42.0
32628,32629,9,22,2001,19,PP,M,23.0,20.0
32629,32630,9,22,2001,19,PB,F,26.0,25.0
32630,32631,9,22,2001,18,PB,M,28.0,43.0
32631,32632,9,22,2001,18,PB,F,26.0,29.0
32632,32633,9,22,2001,18,PB,M,26.0,32.0
32633,32634,9,22,2001,18,PB,F,26.0,30.0
32634,32635,9,22,2001,18,PB,F,26.0,25.0
32635,32636,9,22,2001,18,PB,F,26.0,27.0
32636,32637,9,22,2001,18,PB,F,26.0,25.0
32637,32638,9,22,2001,18,PB,F,27.0,31.0
32638,32639,9,22,2001,17,DM,M,36.0,44.0
32640,32641,9,22,2001,17,PB,F,27.0,33.0
32641,32642,9,22,2001,17,PP,M,23.0,18.0
32642,32643,9,22,2001,17,DM,F,35.0,57.0
32643,32644,9,22,2001,17,DM,M,35.0,48.0
32644,32645,9,22,2001,17,DM,F,33.0,26.0
32645,32646,9,22,2001,17,PB,M,27.0,41.0
32646,32647,9,22,2001,17,DM,M,36.0,49.0
32647,32648,9,22,2001,17,PB,F,27.0,29.0
32648,32649,9,22,2001,17,PP,M,22.0,17.0
32649,32650,9,22,2001,17,PP,F,22.0,18.0
32650,32651,9,22,2001,17,DM,F,33.0,21.0
32651,32652,9,22,2001,20,PB,M,27.0,32.0
32652,32653,9,22,2001,20,PB,F,26.0,32.0
32653,32654,9,22,2001,20,OT,M,20.0,20.0
32654,32655,9,22,2001,20,PB,F,26.0,28.0
32655,32656,9,22,2001,20,PB,M,27.0,37.0
32656,32657,9,22,2001,20,NL,F,28.0,191.0
32657,32658,9,22,2001,20,PP,M,22.0,15.0
32658,32659,9,22,2001,20,PB,F,27.0,34.0
32659,32660,9,22,2001,20,PB,M,26.0,29.0
32660,32661,9,22,2001,20,PP,F,22.0,18.0
32661,32662,9,22,2001,23,PB,M,26.0,34.0
32662,32663,9,22,2001,21,PB,F,25.0,31.0
32663,32664,9,22,2001,21,PB,F,26.0,30.0
32664,32665,9,22,2001,21,PB,F,26.0,33.0
32665,32666,9,22,2001,21,PB,M,28.0,38.0
32666,32667,9,22,2001,21,PB,F,26.0,30.0
32667,32668,9,22,2001,21,PB,F,26.0,32.0
32668,32669,9,22,2001,21,PB,M,27.0,33.0
32669,32670,9,22,2001,21,PB,F,27.0,32.0
32671,32672,9,22,2001,21,PB,F,26.0,39.0
32672,32673,9,22,2001,21,OT,F,20.0,22.0
32673,32674,9,22,2001,21,PB,M,27.0,36.0
32674,32675,9,22,2001,21,PB,M,28.0,33.0
32675,32676,9,22,2001,21,PB,F,25.0,30.0
32676,32677,9,22,2001,21,PB,F,26.0,26.0
32677,32678,9,22,2001,22,PB,M,28.0,40.0
32678,32679,9,22,2001,22,PP,M,23.0,17.0
32679,32680,9,22,2001,22,DM,M,36.0,56.0
32680,32681,9,22,2001,22,PB,M,27.0,32.0
32681,32682,9,22,2001,22,PB,F,27.0,26.0
32682,32683,9,22,2001,22,DM,M,37.0,50.0
32683,32684,9,22,2001,22,PB,F,26.0,28.0
32684,32685,9,22,2001,22,OT,F,21.0,19.0
32685,32686,9,22,2001,7,PP,M,23.0,16.0
32686,32687,9,22,2001,7,PP,M,22.0,19.0
32687,32688,9,22,2001,7,PP,M,24.0,16.0
32688,32689,9,22,2001,24,PP,F,21.0,16.0
32689,32690,9,22,2001,24,PF,M,14.0,6.0
32690,32691,9,22,2001,24,NL,M,30.0,197.0
32691,32692,9,22,2001,24,NL,M,29.0,185.0
32692,32693,9,23,2001,3,OT,M,20.0,21.0
32693,32694,9,23,2001,3,OT,M,21.0,24.0
32694,32695,9,23,2001,3,PP,F,23.0,15.0
32695,32696,9,23,2001,3,PP,F,22.0,14.0
32696,32697,9,23,2001,3,PB,M,27.0,35.0
32697,32698,9,23,2001,3,PB,F,26.0,34.0
32698,32699,9,23,2001,3,PB,M,26.0,35.0
32699,32700,9,23,2001,3,PB,F,25.0,28.0
32700,32701,9,23,2001,3,PB,M,27.0,40.0
32701,32702,9,23,2001,3,PP,F,23.0,15.0
32702,32703,9,23,2001,3,PB,M,27.0,49.0
32703,32704,9,23,2001,3,DO,F,36.0,53.0
32704,32705,9,23,2001,3,PB,M,27.0,41.0
32705,32706,9,23,2001,3,PB,F,26.0,27.0
32706,32707,9,23,2001,3,OT,F,21.0,30.0
32707,32708,9,23,2001,3,PI,M,23.0,17.0
32708,32709,9,23,2001,4,PP,M,22.0,14.0
32709,32710,9,23,2001,4,PP,F,22.0,12.0
32710,32711,9,23,2001,4,DO,F,37.0,57.0
32711,32712,9,23,2001,4,PB,M,28.0,43.0
32712,32713,9,23,2001,4,DM,F,36.0,47.0
32713,32714,9,23,2001,4,PF,F,16.0,10.0
32714,32715,9,23,2001,4,DM,F,35.0,24.0
32715,32716,9,23,2001,4,DM,F,37.0,52.0
32717,32718,9,23,2001,4,PP,M,23.0,20.0
32718,32719,9,23,2001,4,PB,F,26.0,24.0
32719,32720,9,23,2001,4,DM,M,34.0,23.0
32720,32721,9,23,2001,6,PB,F,26.0,29.0
32721,32722,9,23,2001,6,PP,F,22.0,15.0
32722,32723,9,23,2001,6,PB,M,26.0,32.0
32723,32724,9,23,2001,6,PB,M,26.0,31.0
32724,32725,9,23,2001,6,PB,F,26.0,30.0
32725,32726,9,23,2001,6,PB,F,25.0,28.0
32726,32727,9,23,2001,6,OT,M,20.0,23.0
32727,32728,9,23,2001,6,PB,F,25.0,25.0
32728,32729,9,23,2001,6,PB,M,26.0,31.0
32729,32730,9,23,2001,6,PB,F,26.0,34.0
32730,32731,9,23,2001,6,PB,F,25.0,26.0
32731,32732,9,23,2001,11,PB,F,27.0,32.0
32732,32733,9,23,2001,11,DM,F,35.0,52.0
32733,32734,9,23,2001,11,OT,F,21.0,20.0
32734,32735,9,23,2001,11,OT,M,20.0,22.0
32735,32736,9,23,2001,11,PP,F,22.0,17.0
32737,32738,9,23,2001,11,PB,M,26.0,20.0
32738,32739,9,23,2001,11,DM,F,35.0,51.0
32739,32740,9,23,2001,11,PB,F,27.0,29.0
32740,32741,9,23,2001,11,PB,M,27.0,32.0
32741,32742,9,23,2001,11,PB,F,26.0,26.0
32742,32743,9,23,2001,9,OT,F,20.0,18.0
32743,32744,9,23,2001,9,DM,F,36.0,47.0
32744,32745,9,23,2001,9,DM,F,37.0,51.0
32745,32746,9,23,2001,9,DM,F,35.0,41.0
32746,32747,9,23,2001,9,PP,M,23.0,19.0
32747,32748,9,23,2001,9,OT,M,20.0,23.0
32748,32749,9,23,2001,9,DM,M,35.0,42.0
32749,32750,9,23,2001,9,PP,F,22.0,15.0
32750,32751,9,23,2001,9,DM,M,37.0,47.0
32751,32752,9,23,2001,9,PP,M,22.0,24.0
32753,32754,9,23,2001,8,PB,M,27.0,34.0
32754,32755,9,23,2001,8,PP,F,22.0,15.0
32755,32756,9,23,2001,8,PP,M,22.0,15.0
32756,32757,9,23,2001,8,PB,F,25.0,27.0
32757,32758,9,23,2001,8,PB,F,27.0,31.0
32758,32759,9,23,2001,8,PP,M,23.0,16.0
32759,32760,9,23,2001,8,PP,M,22.0,20.0
32760,32761,9,23,2001,8,PP,F,23.0,15.0
32761,32762,9,23,2001,8,DO,M,37.0,53.0
32762,32763,9,23,2001,8,PP,M,22.0,16.0
32763,32764,9,23,2001,8,DO,M,36.0,60.0
32764,32765,9,23,2001,8,PB,F,26.0,35.0
32765,32766,9,23,2001,13,PP,M,23.0,17.0
32766,32767,9,23,2001,13,PB,M,27.0,33.0
32768,32769,9,23,2001,13,PB,M,27.0,32.0
32769,32770,9,23,2001,13,PB,F,25.0,28.0
32770,32771,9,23,2001,13,PB,M,26.0,41.0
32771,32772,9,23,2001,13,PP,M,23.0,17.0
32772,32773,9,23,2001,13,PB,F,27.0,35.0
32773,32774,9,23,2001,13,PB,M,28.0,47.0
32774,32775,9,23,2001,13,PP,F,23.0,14.0
32775,32776,9,23,2001,13,PB,M,27.0,42.0
32776,32777,9,23,2001,14,DM,M,35.0,27.0
32777,32778,9,23,2001,14,DM,F,36.0,45.0
32779,32780,9,23,2001,14,DM,M,38.0,52.0
32780,32781,9,23,2001,14,PP,M,22.0,13.0
32781,32782,9,23,2001,14,DM,F,36.0,39.0
32782,32783,9,23,2001,14,DM,M,34.0,21.0
32783,32784,9,23,2001,14,DM,F,36.0,30.0
32785,32786,9,23,2001,14,DM,F,36.0,43.0
32786,32787,9,23,2001,14,OT,F,20.0,24.0
32787,32788,9,23,2001,14,DM,M,34.0,26.0
32788,32789,9,23,2001,15,PP,F,22.0,13.0
32789,32790,9,23,2001,15,PB,M,25.0,27.0
32790,32791,9,23,2001,15,PP,M,22.0,15.0
32791,32792,9,23,2001,15,PB,M,26.0,33.0
32793,32794,9,23,2001,15,PB,F,26.0,27.0
32795,32796,9,23,2001,15,PB,F,26.0,32.0
32796,32797,9,23,2001,15,OT,M,20.0,24.0
32797,32798,9,23,2001,5,PE,M,20.0,16.0
32798,32799,9,23,2001,5,PP,M,23.0,36.0
32800,32801,9,23,2001,16,OT,M,21.0,21.0
32801,32802,9,23,2001,16,PB,M,27.0,26.0
32802,32803,9,23,2001,16,PP,M,22.0,17.0
32804,32805,10,13,2001,1,PP,M,23.0,18.0
32805,32806,10,13,2001,1,PB,F,26.0,27.0
32806,32807,10,13,2001,1,PB,F,27.0,26.0
32807,32808,10,13,2001,1,DO,M,36.0,58.0
32808,32809,10,13,2001,1,DM,M,37.0,44.0
32809,32810,10,13,2001,1,PP,M,23.0,17.0
32810,32811,10,13,2001,1,PB,F,26.0,29.0
32811,32812,10,13,2001,1,PB,F,28.0,30.0
32812,32813,10,13,2001,1,PB,F,27.0,31.0
32813,32814,10,13,2001,1,NL,M,35.0,188.0
32814,32815,10,13,2001,2,PE,M,20.0,31.0
32815,32816,10,13,2001,2,SH,F,28.0,101.0
32816,32817,10,13,2001,2,NL,F,29.0,72.0
32817,32818,10,13,2001,2,OT,M,20.0,26.0
32818,32819,10,13,2001,2,PP,M,23.0,19.0
32819,32820,10,13,2001,2,OT,M,20.0,21.0
32820,32821,10,13,2001,2,OT,M,20.0,22.0
32822,32823,10,13,2001,2,OT,M,20.0,26.0
32823,32824,10,13,2001,2,PP,M,23.0,19.0
32824,32825,10,13,2001,2,PB,M,27.0,41.0
32825,32826,10,13,2001,2,PB,F,26.0,32.0
32826,32827,10,13,2001,2,DM,F,36.0,47.0
32827,32828,10,13,2001,2,DM,M,36.0,46.0
32828,32829,10,13,2001,2,OT,M,20.0,22.0
32829,32830,10,13,2001,2,PP,M,21.0,16.0
32830,32831,10,13,2001,12,DO,M,36.0,52.0
32831,32832,10,13,2001,12,DM,M,36.0,49.0
32832,32833,10,13,2001,12,OT,F,21.0,26.0
32833,32834,10,13,2001,12,OT,F,22.0,21.0
32834,32835,10,13,2001,12,DO,M,36.0,59.0
32835,32836,10,13,2001,12,OT,M,20.0,27.0
32836,32837,10,13,2001,12,PP,F,22.0,18.0
32837,32838,10,13,2001,12,DM,F,37.0,47.0
