# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-04-16 12:54:51 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06730200
#    DD parameter   Description
#    03   00065     Gage height, feet
#    04   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	04_00060	04_00060_cd
USGS	06730200	2013-09-06 00:00	MDT	70	A
USGS	06730200	2013-09-06 00:15	MDT	70	A
USGS	06730200	2013-09-06 00:30	MDT	70	A
USGS	06730200	2013-09-06 00:45	MDT	70	A
USGS	06730200	2013-09-06 01:00	MDT	70	A
USGS	06730200	2013-09-06 01:15	MDT	70	A
USGS	06730200	2013-09-06 01:30	MDT	70	A
USGS	06730200	2013-09-06 01:45	MDT	70	A
USGS	06730200	2013-09-06 02:00	MDT	70	A
USGS	06730200	2013-09-06 02:15	MDT	68	A
USGS	06730200	2013-09-06 02:30	MDT	68	A
USGS	06730200	2013-09-06 02:45	MDT	68	A
USGS	06730200	2013-09-06 03:00	MDT	68	A
USGS	06730200	2013-09-06 03:15	MDT	68	A
USGS	06730200	2013-09-06 03:30	MDT	68	A
USGS	06730200	2013-09-06 03:45	MDT	68	A
USGS	06730200	2013-09-06 04:00	MDT	68	A
USGS	06730200	2013-09-06 04:15	MDT	68	A
USGS	06730200	2013-09-06 04:30	MDT	68	A
USGS	06730200	2013-09-06 04:45	MDT	68	A
USGS	06730200	2013-09-06 05:00	MDT	68	A
USGS	06730200	2013-09-06 05:15	MDT	70	A
USGS	06730200	2013-09-06 05:30	MDT	70	A
USGS	06730200	2013-09-06 05:45	MDT	70	A
USGS	06730200	2013-09-06 06:00	MDT	70	A
USGS	06730200	2013-09-06 06:15	MDT	70	A
USGS	06730200	2013-09-06 06:30	MDT	70	A
USGS	06730200	2013-09-06 06:45	MDT	70	A
USGS	06730200	2013-09-06 07:00	MDT	70	A
USGS	06730200	2013-09-06 07:15	MDT	70	A
USGS	06730200	2013-09-06 07:30	MDT	68	A
USGS	06730200	2013-09-06 07:45	MDT	68	A
USGS	06730200	2013-09-06 08:00	MDT	68	A
USGS	06730200	2013-09-06 08:15	MDT	68	A
USGS	06730200	2013-09-06 08:30	MDT	68	A
USGS	06730200	2013-09-06 08:45	MDT	68	A
USGS	06730200	2013-09-06 09:00	MDT	68	A
USGS	06730200	2013-09-06 09:15	MDT	68	A
USGS	06730200	2013-09-06 09:30	MDT	68	A
USGS	06730200	2013-09-06 09:45	MDT	68	A
USGS	06730200	2013-09-06 10:00	MDT	68	A
USGS	06730200	2013-09-06 10:15	MDT	68	A
USGS	06730200	2013-09-06 10:30	MDT	68	A
USGS	06730200	2013-09-06 10:45	MDT	68	A
USGS	06730200	2013-09-06 11:00	MDT	68	A
USGS	06730200	2013-09-06 11:15	MDT	68	A
USGS	06730200	2013-09-06 11:30	MDT	68	A
USGS	06730200	2013-09-06 11:45	MDT	68	A
USGS	06730200	2013-09-06 12:00	MDT	68	A
USGS	06730200	2013-09-06 12:15	MDT	68	A
USGS	06730200	2013-09-06 12:30	MDT	68	A
USGS	06730200	2013-09-06 12:45	MDT	68	A
USGS	06730200	2013-09-06 13:00	MDT	68	A
USGS	06730200	2013-09-06 13:15	MDT	68	A
USGS	06730200	2013-09-06 13:30	MDT	68	A
USGS	06730200	2013-09-06 13:45	MDT	68	A
USGS	06730200	2013-09-06 14:00	MDT	67	A
USGS	06730200	2013-09-06 14:15	MDT	67	A
USGS	06730200	2013-09-06 14:30	MDT	64	A
USGS	06730200	2013-09-06 14:45	MDT	62	A
USGS	06730200	2013-09-06 15:00	MDT	61	A
USGS	06730200	2013-09-06 15:15	MDT	62	A
USGS	06730200	2013-09-06 15:30	MDT	65	A
USGS	06730200	2013-09-06 15:45	MDT	65	A
USGS	06730200	2013-09-06 16:00	MDT	65	A
USGS	06730200	2013-09-06 16:15	MDT	64	A
USGS	06730200	2013-09-06 16:30	MDT	61	A
USGS	06730200	2013-09-06 16:45	MDT	58	A
USGS	06730200	2013-09-06 17:00	MDT	55	A
USGS	06730200	2013-09-06 17:15	MDT	52	A
USGS	06730200	2013-09-06 17:30	MDT	49	A
USGS	06730200	2013-09-06 17:45	MDT	47	A
USGS	06730200	2013-09-06 18:00	MDT	46	A
USGS	06730200	2013-09-06 18:15	MDT	45	A
USGS	06730200	2013-09-06 18:30	MDT	43	A
USGS	06730200	2013-09-06 18:45	MDT	42	A
USGS	06730200	2013-09-06 19:00	MDT	42	A
USGS	06730200	2013-09-06 19:15	MDT	41	A
USGS	06730200	2013-09-06 19:30	MDT	41	A
USGS	06730200	2013-09-06 19:45	MDT	41	A
USGS	06730200	2013-09-06 20:00	MDT	41	A
USGS	06730200	2013-09-06 20:15	MDT	41	A
USGS	06730200	2013-09-06 20:30	MDT	41	A
USGS	06730200	2013-09-06 20:45	MDT	40	A
USGS	06730200	2013-09-06 21:00	MDT	40	A
USGS	06730200	2013-09-06 21:15	MDT	40	A
USGS	06730200	2013-09-06 21:30	MDT	40	A
USGS	06730200	2013-09-06 21:45	MDT	39	A
USGS	06730200	2013-09-06 22:00	MDT	39	A
USGS	06730200	2013-09-06 22:15	MDT	39	A
USGS	06730200	2013-09-06 22:30	MDT	39	A
USGS	06730200	2013-09-06 22:45	MDT	39	A
USGS	06730200	2013-09-06 23:00	MDT	39	A
USGS	06730200	2013-09-06 23:15	MDT	39	A
USGS	06730200	2013-09-06 23:30	MDT	39	A
USGS	06730200	2013-09-06 23:45	MDT	39	A
USGS	06730200	2013-09-07 00:00	MDT	39	A
USGS	06730200	2013-09-07 00:15	MDT	39	A
USGS	06730200	2013-09-07 00:30	MDT	39	A
USGS	06730200	2013-09-07 00:45	MDT	39	A
USGS	06730200	2013-09-07 01:00	MDT	39	A
USGS	06730200	2013-09-07 01:15	MDT	39	A
USGS	06730200	2013-09-07 01:30	MDT	38	A
USGS	06730200	2013-09-07 01:45	MDT	38	A
USGS	06730200	2013-09-07 02:00	MDT	38	A
USGS	06730200	2013-09-07 02:15	MDT	38	A
USGS	06730200	2013-09-07 02:30	MDT	38	A
USGS	06730200	2013-09-07 02:45	MDT	38	A
USGS	06730200	2013-09-07 03:00	MDT	38	A
USGS	06730200	2013-09-07 03:15	MDT	38	A
USGS	06730200	2013-09-07 03:30	MDT	38	A
USGS	06730200	2013-09-07 03:45	MDT	38	A
USGS	06730200	2013-09-07 04:00	MDT	38	A
USGS	06730200	2013-09-07 04:15	MDT	37	A
USGS	06730200	2013-09-07 04:30	MDT	37	A
USGS	06730200	2013-09-07 04:45	MDT	37	A
USGS	06730200	2013-09-07 05:00	MDT	37	A
USGS	06730200	2013-09-07 05:15	MDT	37	A
USGS	06730200	2013-09-07 05:30	MDT	37	A
USGS	06730200	2013-09-07 05:45	MDT	37	A
USGS	06730200	2013-09-07 06:00	MDT	37	A
USGS	06730200	2013-09-07 06:15	MDT	37	A
USGS	06730200	2013-09-07 06:30	MDT	37	A
USGS	06730200	2013-09-07 06:45	MDT	37	A
USGS	06730200	2013-09-07 07:00	MDT	37	A
USGS	06730200	2013-09-07 07:15	MDT	37	A
USGS	06730200	2013-09-07 07:30	MDT	37	A
USGS	06730200	2013-09-07 07:45	MDT	37	A
USGS	06730200	2013-09-07 08:00	MDT	37	A
USGS	06730200	2013-09-07 08:15	MDT	37	A
USGS	06730200	2013-09-07 08:30	MDT	37	A
USGS	06730200	2013-09-07 08:45	MDT	37	A
USGS	06730200	2013-09-07 09:00	MDT	37	A
USGS	06730200	2013-09-07 09:15	MDT	37	A
USGS	06730200	2013-09-07 09:30	MDT	36	A
USGS	06730200	2013-09-07 09:45	MDT	36	A
USGS	06730200	2013-09-07 10:00	MDT	36	A
USGS	06730200	2013-09-07 10:15	MDT	35	A
USGS	06730200	2013-09-07 10:30	MDT	35	A
USGS	06730200	2013-09-07 10:45	MDT	35	A
USGS	06730200	2013-09-07 11:00	MDT	35	A
USGS	06730200	2013-09-07 11:15	MDT	35	A
USGS	06730200	2013-09-07 11:30	MDT	35	A
USGS	06730200	2013-09-07 11:45	MDT	35	A
USGS	06730200	2013-09-07 12:00	MDT	35	A
USGS	06730200	2013-09-07 12:15	MDT	35	A
USGS	06730200	2013-09-07 12:30	MDT	34	A
USGS	06730200	2013-09-07 12:45	MDT	34	A
USGS	06730200	2013-09-07 13:00	MDT	34	A
USGS	06730200	2013-09-07 13:15	MDT	34	A
USGS	06730200	2013-09-07 13:30	MDT	34	A
USGS	06730200	2013-09-07 13:45	MDT	34	A
USGS	06730200	2013-09-07 14:00	MDT	34	A
USGS	06730200	2013-09-07 14:15	MDT	33	A
USGS	06730200	2013-09-07 14:30	MDT	33	A
USGS	06730200	2013-09-07 14:45	MDT	33	A
USGS	06730200	2013-09-07 15:00	MDT	33	A
USGS	06730200	2013-09-07 15:15	MDT	33	A
USGS	06730200	2013-09-07 15:30	MDT	33	A
USGS	06730200	2013-09-07 15:45	MDT	33	A
USGS	06730200	2013-09-07 16:00	MDT	34	A
USGS	06730200	2013-09-07 16:15	MDT	34	A
USGS	06730200	2013-09-07 16:30	MDT	34	A
USGS	06730200	2013-09-07 16:45	MDT	35	A
USGS	06730200	2013-09-07 17:00	MDT	35	A
USGS	06730200	2013-09-07 17:15	MDT	35	A
USGS	06730200	2013-09-07 17:30	MDT	35	A
USGS	06730200	2013-09-07 17:45	MDT	35	A
USGS	06730200	2013-09-07 18:00	MDT	35	A
USGS	06730200	2013-09-07 18:15	MDT	35	A
USGS	06730200	2013-09-07 18:30	MDT	35	A
USGS	06730200	2013-09-07 18:45	MDT	35	A
USGS	06730200	2013-09-07 19:00	MDT	35	A
USGS	06730200	2013-09-07 19:15	MDT	35	A
USGS	06730200	2013-09-07 19:30	MDT	35	A
USGS	06730200	2013-09-07 19:45	MDT	35	A
USGS	06730200	2013-09-07 20:00	MDT	35	A
USGS	06730200	2013-09-07 20:15	MDT	35	A
USGS	06730200	2013-09-07 20:30	MDT	35	A
USGS	06730200	2013-09-07 20:45	MDT	36	A
USGS	06730200	2013-09-07 21:00	MDT	36	A
USGS	06730200	2013-09-07 21:15	MDT	36	A
USGS	06730200	2013-09-07 21:30	MDT	36	A
USGS	06730200	2013-09-07 21:45	MDT	36	A
USGS	06730200	2013-09-07 22:00	MDT	37	A
USGS	06730200	2013-09-07 22:15	MDT	37	A
USGS	06730200	2013-09-07 22:30	MDT	37	A
USGS	06730200	2013-09-07 22:45	MDT	37	A
USGS	06730200	2013-09-07 23:00	MDT	37	A
USGS	06730200	2013-09-07 23:15	MDT	37	A
USGS	06730200	2013-09-07 23:30	MDT	37	A
USGS	06730200	2013-09-07 23:45	MDT	37	A
USGS	06730200	2013-09-08 00:00	MDT	37	A
USGS	06730200	2013-09-08 00:15	MDT	37	A
USGS	06730200	2013-09-08 00:30	MDT	38	A
USGS	06730200	2013-09-08 00:45	MDT	38	A
USGS	06730200	2013-09-08 01:00	MDT	38	A
USGS	06730200	2013-09-08 01:15	MDT	38	A
USGS	06730200	2013-09-08 01:30	MDT	38	A
USGS	06730200	2013-09-08 01:45	MDT	39	A
USGS	06730200	2013-09-08 02:00	MDT	39	A
USGS	06730200	2013-09-08 02:15	MDT	39	A
USGS	06730200	2013-09-08 02:30	MDT	39	A
USGS	06730200	2013-09-08 02:45	MDT	39	A
USGS	06730200	2013-09-08 03:00	MDT	39	A
USGS	06730200	2013-09-08 03:15	MDT	40	A
USGS	06730200	2013-09-08 03:30	MDT	40	A
USGS	06730200	2013-09-08 03:45	MDT	40	A
USGS	06730200	2013-09-08 04:00	MDT	40	A
USGS	06730200	2013-09-08 04:15	MDT	40	A
USGS	06730200	2013-09-08 04:30	MDT	40	A
USGS	06730200	2013-09-08 04:45	MDT	40	A
USGS	06730200	2013-09-08 05:00	MDT	40	A
USGS	06730200	2013-09-08 05:15	MDT	40	A
USGS	06730200	2013-09-08 05:30	MDT	40	A
USGS	06730200	2013-09-08 05:45	MDT	40	A
USGS	06730200	2013-09-08 06:00	MDT	40	A
USGS	06730200	2013-09-08 06:15	MDT	40	A
USGS	06730200	2013-09-08 06:30	MDT	40	A
USGS	06730200	2013-09-08 06:45	MDT	40	A
USGS	06730200	2013-09-08 07:00	MDT	40	A
USGS	06730200	2013-09-08 07:15	MDT	40	A
USGS	06730200	2013-09-08 07:30	MDT	41	A
USGS	06730200	2013-09-08 07:45	MDT	41	A
USGS	06730200	2013-09-08 08:00	MDT	41	A
USGS	06730200	2013-09-08 08:15	MDT	41	A
USGS	06730200	2013-09-08 08:30	MDT	41	A
USGS	06730200	2013-09-08 08:45	MDT	40	A
USGS	06730200	2013-09-08 09:00	MDT	40	A
USGS	06730200	2013-09-08 09:15	MDT	40	A
USGS	06730200	2013-09-08 09:30	MDT	40	A
USGS	06730200	2013-09-08 09:45	MDT	39	A
USGS	06730200	2013-09-08 10:00	MDT	39	A
USGS	06730200	2013-09-08 10:15	MDT	39	A
USGS	06730200	2013-09-08 10:30	MDT	38	A
USGS	06730200	2013-09-08 10:45	MDT	38	A
USGS	06730200	2013-09-08 11:00	MDT	38	A
USGS	06730200	2013-09-08 11:15	MDT	38	A
USGS	06730200	2013-09-08 11:30	MDT	37	A
USGS	06730200	2013-09-08 11:45	MDT	37	A
USGS	06730200	2013-09-08 12:00	MDT	37	A
USGS	06730200	2013-09-08 12:15	MDT	37	A
USGS	06730200	2013-09-08 12:30	MDT	37	A
USGS	06730200	2013-09-08 12:45	MDT	37	A
USGS	06730200	2013-09-08 13:00	MDT	37	A
USGS	06730200	2013-09-08 13:15	MDT	37	A
USGS	06730200	2013-09-08 13:30	MDT	37	A
USGS	06730200	2013-09-08 13:45	MDT	37	A
USGS	06730200	2013-09-08 14:00	MDT	37	A
USGS	06730200	2013-09-08 14:15	MDT	37	A
USGS	06730200	2013-09-08 14:30	MDT	37	A
USGS	06730200	2013-09-08 14:45	MDT	37	A
USGS	06730200	2013-09-08 15:00	MDT	37	A
USGS	06730200	2013-09-08 15:15	MDT	37	A
USGS	06730200	2013-09-08 15:30	MDT	37	A
USGS	06730200	2013-09-08 15:45	MDT	37	A
USGS	06730200	2013-09-08 16:00	MDT	37	A
USGS	06730200	2013-09-08 16:15	MDT	37	A
USGS	06730200	2013-09-08 16:30	MDT	37	A
USGS	06730200	2013-09-08 16:45	MDT	37	A
USGS	06730200	2013-09-08 17:00	MDT	37	A
USGS	06730200	2013-09-08 17:15	MDT	37	A
USGS	06730200	2013-09-08 17:30	MDT	37	A
USGS	06730200	2013-09-08 17:45	MDT	37	A
USGS	06730200	2013-09-08 18:00	MDT	37	A
USGS	06730200	2013-09-08 18:15	MDT	37	A
USGS	06730200	2013-09-08 18:30	MDT	37	A
USGS	06730200	2013-09-08 18:45	MDT	37	A
USGS	06730200	2013-09-08 19:00	MDT	37	A
USGS	06730200	2013-09-08 19:15	MDT	37	A
USGS	06730200	2013-09-08 19:30	MDT	37	A
USGS	06730200	2013-09-08 19:45	MDT	37	A
USGS	06730200	2013-09-08 20:00	MDT	37	A
USGS	06730200	2013-09-08 20:15	MDT	37	A
USGS	06730200	2013-09-08 20:30	MDT	37	A
USGS	06730200	2013-09-08 20:45	MDT	37	A
USGS	06730200	2013-09-08 21:00	MDT	37	A
USGS	06730200	2013-09-08 21:15	MDT	37	A
USGS	06730200	2013-09-08 21:30	MDT	37	A
USGS	06730200	2013-09-08 21:45	MDT	37	A
USGS	06730200	2013-09-08 22:00	MDT	37	A
USGS	06730200	2013-09-08 22:15	MDT	37	A
USGS	06730200	2013-09-08 22:30	MDT	37	A
USGS	06730200	2013-09-08 22:45	MDT	37	A
USGS	06730200	2013-09-08 23:00	MDT	37	A
USGS	06730200	2013-09-08 23:15	MDT	37	A
USGS	06730200	2013-09-08 23:30	MDT	37	A
USGS	06730200	2013-09-08 23:45	MDT	37	A
USGS	06730200	2013-09-09 00:00	MDT	37	A
USGS	06730200	2013-09-09 00:15	MDT	37	A
USGS	06730200	2013-09-09 00:30	MDT	37	A
USGS	06730200	2013-09-09 00:45	MDT	37	A
USGS	06730200	2013-09-09 01:00	MDT	37	A
USGS	06730200	2013-09-09 01:15	MDT	37	A
USGS	06730200	2013-09-09 01:30	MDT	37	A
USGS	06730200	2013-09-09 01:45	MDT	37	A
USGS	06730200	2013-09-09 02:00	MDT	37	A
USGS	06730200	2013-09-09 02:15	MDT	37	A
USGS	06730200	2013-09-09 02:30	MDT	37	A
USGS	06730200	2013-09-09 02:45	MDT	37	A
USGS	06730200	2013-09-09 03:00	MDT	37	A
USGS	06730200	2013-09-09 03:15	MDT	37	A
USGS	06730200	2013-09-09 03:30	MDT	37	A
USGS	06730200	2013-09-09 03:45	MDT	37	A
USGS	06730200	2013-09-09 04:00	MDT	37	A
USGS	06730200	2013-09-09 04:15	MDT	38	A
USGS	06730200	2013-09-09 04:30	MDT	38	A
USGS	06730200	2013-09-09 04:45	MDT	38	A
USGS	06730200	2013-09-09 05:00	MDT	38	A
USGS	06730200	2013-09-09 05:15	MDT	38	A
USGS	06730200	2013-09-09 05:30	MDT	38	A
USGS	06730200	2013-09-09 05:45	MDT	38	A
USGS	06730200	2013-09-09 06:00	MDT	38	A
USGS	06730200	2013-09-09 06:15	MDT	38	A
USGS	06730200	2013-09-09 06:30	MDT	38	A
USGS	06730200	2013-09-09 06:45	MDT	38	A
USGS	06730200	2013-09-09 07:00	MDT	38	A
USGS	06730200	2013-09-09 07:15	MDT	38	A
USGS	06730200	2013-09-09 07:30	MDT	38	A
USGS	06730200	2013-09-09 07:45	MDT	38	A
USGS	06730200	2013-09-09 08:00	MDT	38	A
USGS	06730200	2013-09-09 08:15	MDT	38	A
USGS	06730200	2013-09-09 08:30	MDT	38	A
USGS	06730200	2013-09-09 08:45	MDT	37	A
USGS	06730200	2013-09-09 09:00	MDT	37	A
USGS	06730200	2013-09-09 09:15	MDT	37	A
USGS	06730200	2013-09-09 09:30	MDT	37	A
USGS	06730200	2013-09-09 09:45	MDT	37	A
USGS	06730200	2013-09-09 10:00	MDT	37	A
USGS	06730200	2013-09-09 10:15	MDT	37	A
USGS	06730200	2013-09-09 10:30	MDT	36	A
USGS	06730200	2013-09-09 10:45	MDT	36	A
USGS	06730200	2013-09-09 11:00	MDT	36	A
USGS	06730200	2013-09-09 11:15	MDT	35	A
USGS	06730200	2013-09-09 11:30	MDT	35	A
USGS	06730200	2013-09-09 11:45	MDT	35	A
USGS	06730200	2013-09-09 12:00	MDT	35	A
USGS	06730200	2013-09-09 12:15	MDT	35	A
USGS	06730200	2013-09-09 12:30	MDT	35	A
USGS	06730200	2013-09-09 12:45	MDT	35	A
USGS	06730200	2013-09-09 13:00	MDT	35	A
USGS	06730200	2013-09-09 13:15	MDT	35	A
USGS	06730200	2013-09-09 13:30	MDT	35	A
USGS	06730200	2013-09-09 13:45	MDT	34	A
USGS	06730200	2013-09-09 14:00	MDT	34	A
USGS	06730200	2013-09-09 14:15	MDT	34	A
USGS	06730200	2013-09-09 14:30	MDT	34	A
USGS	06730200	2013-09-09 14:45	MDT	34	A
USGS	06730200	2013-09-09 15:00	MDT	34	A
USGS	06730200	2013-09-09 15:15	MDT	34	A
USGS	06730200	2013-09-09 15:30	MDT	34	A
USGS	06730200	2013-09-09 15:45	MDT	34	A
USGS	06730200	2013-09-09 16:00	MDT	34	A
USGS	06730200	2013-09-09 16:15	MDT	35	A
USGS	06730200	2013-09-09 16:30	MDT	35	A
USGS	06730200	2013-09-09 16:45	MDT	35	A
USGS	06730200	2013-09-09 17:00	MDT	35	A
USGS	06730200	2013-09-09 17:15	MDT	35	A
USGS	06730200	2013-09-09 17:30	MDT	35	A
USGS	06730200	2013-09-09 17:45	MDT	35	A
USGS	06730200	2013-09-09 18:00	MDT	36	A
USGS	06730200	2013-09-09 18:15	MDT	36	A
USGS	06730200	2013-09-09 18:30	MDT	37	A
USGS	06730200	2013-09-09 18:45	MDT	37	A
USGS	06730200	2013-09-09 19:00	MDT	38	A
USGS	06730200	2013-09-09 19:15	MDT	39	A
USGS	06730200	2013-09-09 19:30	MDT	40	A
USGS	06730200	2013-09-09 19:45	MDT	41	A
USGS	06730200	2013-09-09 20:00	MDT	43	A
USGS	06730200	2013-09-09 20:15	MDT	46	A
USGS	06730200	2013-09-09 20:30	MDT	49	A
USGS	06730200	2013-09-09 20:45	MDT	54	A
USGS	06730200	2013-09-09 21:00	MDT	62	A
USGS	06730200	2013-09-09 21:15	MDT	73	A
USGS	06730200	2013-09-09 21:30	MDT	79	A
USGS	06730200	2013-09-09 21:45	MDT	90	A
USGS	06730200	2013-09-09 22:00	MDT	104	A
USGS	06730200	2013-09-09 22:15	MDT	119	A
USGS	06730200	2013-09-09 22:30	MDT	131	A
USGS	06730200	2013-09-09 22:45	MDT	141	A
USGS	06730200	2013-09-09 23:00	MDT	141	A
USGS	06730200	2013-09-09 23:15	MDT	141	A
USGS	06730200	2013-09-09 23:30	MDT	141	A
USGS	06730200	2013-09-09 23:45	MDT	138	A
USGS	06730200	2013-09-10 00:00	MDT	136	A
USGS	06730200	2013-09-10 00:15	MDT	136	A
USGS	06730200	2013-09-10 00:30	MDT	138	A
USGS	06730200	2013-09-10 00:45	MDT	141	A
USGS	06730200	2013-09-10 01:00	MDT	143	A
USGS	06730200	2013-09-10 01:15	MDT	149	A
USGS	06730200	2013-09-10 01:30	MDT	151	A
USGS	06730200	2013-09-10 01:45	MDT	151	A
USGS	06730200	2013-09-10 02:00	MDT	149	A
USGS	06730200	2013-09-10 02:15	MDT	141	A
USGS	06730200	2013-09-10 02:30	MDT	133	A
USGS	06730200	2013-09-10 02:45	MDT	128	A
USGS	06730200	2013-09-10 03:00	MDT	126	A
USGS	06730200	2013-09-10 03:15	MDT	124	A
USGS	06730200	2013-09-10 03:30	MDT	124	A
USGS	06730200	2013-09-10 03:45	MDT	124	A
USGS	06730200	2013-09-10 04:00	MDT	124	A
USGS	06730200	2013-09-10 04:15	MDT	124	A
USGS	06730200	2013-09-10 04:30	MDT	128	A
USGS	06730200	2013-09-10 04:45	MDT	133	A
USGS	06730200	2013-09-10 05:00	MDT	136	A
USGS	06730200	2013-09-10 05:15	MDT	133	A
USGS	06730200	2013-09-10 05:30	MDT	131	A
USGS	06730200	2013-09-10 05:45	MDT	128	A
USGS	06730200	2013-09-10 06:00	MDT	126	A
USGS	06730200	2013-09-10 06:15	MDT	124	A
USGS	06730200	2013-09-10 06:30	MDT	124	A
USGS	06730200	2013-09-10 06:45	MDT	124	A
USGS	06730200	2013-09-10 07:00	MDT	124	A
USGS	06730200	2013-09-10 07:15	MDT	121	A
USGS	06730200	2013-09-10 07:30	MDT	121	A
USGS	06730200	2013-09-10 07:45	MDT	121	A
USGS	06730200	2013-09-10 08:00	MDT	119	A
USGS	06730200	2013-09-10 08:15	MDT	119	A
USGS	06730200	2013-09-10 08:30	MDT	119	A
USGS	06730200	2013-09-10 08:45	MDT	119	A
USGS	06730200	2013-09-10 09:00	MDT	119	A
USGS	06730200	2013-09-10 09:15	MDT	119	A
USGS	06730200	2013-09-10 09:30	MDT	119	A
USGS	06730200	2013-09-10 09:45	MDT	117	A
USGS	06730200	2013-09-10 10:00	MDT	117	A
USGS	06730200	2013-09-10 10:15	MDT	115	A
USGS	06730200	2013-09-10 10:30	MDT	115	A
USGS	06730200	2013-09-10 10:45	MDT	112	A
USGS	06730200	2013-09-10 11:00	MDT	110	A
USGS	06730200	2013-09-10 11:15	MDT	110	A
USGS	06730200	2013-09-10 11:30	MDT	110	A
USGS	06730200	2013-09-10 11:45	MDT	110	A
USGS	06730200	2013-09-10 12:00	MDT	117	A
USGS	06730200	2013-09-10 12:15	MDT	128	A
USGS	06730200	2013-09-10 12:30	MDT	141	A
USGS	06730200	2013-09-10 12:45	MDT	146	A
USGS	06730200	2013-09-10 13:00	MDT	146	A
USGS	06730200	2013-09-10 13:15	MDT	143	A
USGS	06730200	2013-09-10 13:30	MDT	138	A
USGS	06730200	2013-09-10 13:45	MDT	133	A
USGS	06730200	2013-09-10 14:00	MDT	131	A
USGS	06730200	2013-09-10 14:15	MDT	128	A
USGS	06730200	2013-09-10 14:30	MDT	126	A
USGS	06730200	2013-09-10 14:45	MDT	126	A
USGS	06730200	2013-09-10 15:00	MDT	124	A
USGS	06730200	2013-09-10 15:15	MDT	121	A
USGS	06730200	2013-09-10 15:30	MDT	119	A
USGS	06730200	2013-09-10 15:45	MDT	117	A
USGS	06730200	2013-09-10 16:00	MDT	115	A
USGS	06730200	2013-09-10 16:15	MDT	112	A
USGS	06730200	2013-09-10 16:30	MDT	112	A
USGS	06730200	2013-09-10 16:45	MDT	110	A
USGS	06730200	2013-09-10 17:00	MDT	108	A
USGS	06730200	2013-09-10 17:15	MDT	106	A
USGS	06730200	2013-09-10 17:30	MDT	104	A
USGS	06730200	2013-09-10 17:45	MDT	102	A
USGS	06730200	2013-09-10 18:00	MDT	100	A
USGS	06730200	2013-09-10 18:15	MDT	98	A
USGS	06730200	2013-09-10 18:30	MDT	96	A
USGS	06730200	2013-09-10 18:45	MDT	94	A
USGS	06730200	2013-09-10 19:00	MDT	94	A
USGS	06730200	2013-09-10 19:15	MDT	92	A
USGS	06730200	2013-09-10 19:30	MDT	92	A
USGS	06730200	2013-09-10 19:45	MDT	90	A
USGS	06730200	2013-09-10 20:00	MDT	90	A
USGS	06730200	2013-09-10 20:15	MDT	88	A
USGS	06730200	2013-09-10 20:30	MDT	88	A
USGS	06730200	2013-09-10 20:45	MDT	86	A
USGS	06730200	2013-09-10 21:00	MDT	86	A
USGS	06730200	2013-09-10 21:15	MDT	86	A
USGS	06730200	2013-09-10 21:30	MDT	86	A
USGS	06730200	2013-09-10 21:45	MDT	85	A
USGS	06730200	2013-09-10 22:00	MDT	85	A
USGS	06730200	2013-09-10 22:15	MDT	85	A
USGS	06730200	2013-09-10 22:30	MDT	85	A
USGS	06730200	2013-09-10 22:45	MDT	85	A
USGS	06730200	2013-09-10 23:00	MDT	86	A
USGS	06730200	2013-09-10 23:15	MDT	88	A
USGS	06730200	2013-09-10 23:30	MDT	88	A
USGS	06730200	2013-09-10 23:45	MDT	88	A
USGS	06730200	2013-09-11 00:00	MDT	88	A
USGS	06730200	2013-09-11 00:15	MDT	90	A
USGS	06730200	2013-09-11 00:30	MDT	90	A
USGS	06730200	2013-09-11 00:45	MDT	90	A
USGS	06730200	2013-09-11 01:00	MDT	92	A
USGS	06730200	2013-09-11 01:15	MDT	94	A
USGS	06730200	2013-09-11 01:30	MDT	94	A
USGS	06730200	2013-09-11 01:45	MDT	98	A
USGS	06730200	2013-09-11 02:00	MDT	98	A
USGS	06730200	2013-09-11 02:15	MDT	108	A
USGS	06730200	2013-09-11 02:30	MDT	128	A
USGS	06730200	2013-09-11 02:45	MDT	151	A
USGS	06730200	2013-09-11 03:00	MDT	168	A
USGS	06730200	2013-09-11 03:15	MDT	181	A
USGS	06730200	2013-09-11 03:30	MDT	184	A
USGS	06730200	2013-09-11 03:45	MDT	177	A
USGS	06730200	2013-09-11 04:00	MDT	168	A
USGS	06730200	2013-09-11 04:15	MDT	166	A
USGS	06730200	2013-09-11 04:30	MDT	177	A
