"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"9654",3690,1,11,1981,11,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"9655",3809,1,31,1981,11,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"9656",3824,1,31,1981,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"9657",3857,1,31,1981,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9658",3915,3,8,1981,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"9659",3937,3,8,1981,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"9660",3942,3,8,1981,11,"DM","F",34,51,"Dipodomys","merriami","Rodent","Control"
"9661",4398,5,3,1981,11,"DM","M",33,31,"Dipodomys","merriami","Rodent","Control"
"9662",4404,5,3,1981,11,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"9663",4563,6,5,1981,11,"DM","M",39,45,"Dipodomys","merriami","Rodent","Control"
"9664",4572,6,5,1981,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9665",4594,6,5,1981,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
"9666",4608,7,7,1981,11,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"9667",4620,7,7,1981,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9668",4638,7,7,1981,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9669",4731,7,31,1981,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"9670",4735,7,31,1981,11,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"9671",4751,7,31,1981,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9672",4760,8,30,1981,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9673",4776,8,30,1981,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9674",4784,8,30,1981,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9675",4840,9,30,1981,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9676",4842,9,30,1981,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9677",4844,9,30,1981,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9678",4918,10,25,1981,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"9679",4926,10,25,1981,11,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
"9680",4931,10,25,1981,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"9681",4976,11,22,1981,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9682",4977,11,22,1981,11,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"9683",4991,11,22,1981,11,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
"9684",5003,11,22,1981,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9685",5119,12,31,1981,11,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"9686",5149,12,31,1981,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9687",5156,12,31,1981,11,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"9688",5199,1,24,1982,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"9689",5209,1,24,1982,11,"DM","F",35,44,"Dipodomys","merriami","Rodent","Control"
"9690",5223,1,24,1982,11,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
"9691",5226,1,24,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"9692",5235,1,24,1982,11,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"9693",5260,1,24,1982,11,"DM","F",36,56,"Dipodomys","merriami","Rodent","Control"
"9694",5265,1,24,1982,11,"DM","M",34,45,"Dipodomys","merriami","Rodent","Control"
"9695",5388,2,23,1982,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9696",5416,2,23,1982,11,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"9697",5446,2,23,1982,11,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"9698",5449,2,23,1982,11,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"9699",5460,2,23,1982,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9700",5461,2,23,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9701",5549,3,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9702",5563,3,29,1982,11,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"9703",5584,3,29,1982,11,"DM","M",34,21,"Dipodomys","merriami","Rodent","Control"
"9704",5590,3,29,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9705",5716,4,28,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9706",5729,4,28,1982,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9707",5756,4,28,1982,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"9708",5855,5,21,1982,11,"DM","F",34,21,"Dipodomys","merriami","Rodent","Control"
"9709",5870,5,21,1982,11,"DM","M",34,25,"Dipodomys","merriami","Rodent","Control"
"9710",5880,5,21,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9711",5907,5,21,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9712",6083,6,29,1982,11,"DM","F",36,29,"Dipodomys","merriami","Rodent","Control"
"9713",6092,6,29,1982,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9714",6094,6,29,1982,11,"DM","M",35,32,"Dipodomys","merriami","Rodent","Control"
"9715",6096,6,29,1982,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"9716",6143,6,29,1982,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9717",6328,8,15,1982,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9718",6364,8,15,1982,11,"DM","F",34,28,"Dipodomys","merriami","Rodent","Control"
"9719",6373,8,15,1982,11,"DM","M",34,38,"Dipodomys","merriami","Rodent","Control"
"9720",6388,8,15,1982,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9721",6406,8,15,1982,11,"DM","M",34,47,"Dipodomys","merriami","Rodent","Control"
"9722",6410,8,15,1982,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9723",6521,9,18,1982,11,"DM","F",35,34,"Dipodomys","merriami","Rodent","Control"
"9724",6547,9,18,1982,11,"DM","M",34,36,"Dipodomys","merriami","Rodent","Control"
"9725",6552,9,18,1982,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9726",6821,10,24,1982,11,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"9727",6862,10,24,1982,11,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
"9728",6869,10,24,1982,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9729",6879,10,24,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9730",6927,10,24,1982,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9731",6938,10,24,1982,11,"DM","M",34,46,"Dipodomys","merriami","Rodent","Control"
"9732",7056,11,22,1982,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9733",7076,11,22,1982,11,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"9734",7079,11,22,1982,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9735",7132,11,22,1982,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9736",7152,1,12,1983,11,"DM","F",37,31,"Dipodomys","merriami","Rodent","Control"
"9737",7179,1,12,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9738",7186,1,12,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9739",7223,1,12,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9740",7326,2,26,1983,11,"DM","F",37,36,"Dipodomys","merriami","Rodent","Control"
"9741",7337,2,26,1983,11,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"9742",7345,2,26,1983,11,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"9743",7363,2,26,1983,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"9744",7365,2,26,1983,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9745",7492,3,14,1983,11,"DM","M",34,42,"Dipodomys","merriami","Rodent","Control"
"9746",7493,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9747",7498,3,14,1983,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9748",7500,3,14,1983,11,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"9749",7523,3,14,1983,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"9750",7525,3,14,1983,11,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"9751",7537,3,14,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9752",7747,4,17,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9753",7792,4,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9754",7897,5,15,1983,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9755",7933,5,15,1983,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9756",8009,6,18,1983,11,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"9757",8039,6,18,1983,11,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"9758",8133,7,17,1983,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9759",8154,7,17,1983,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9760",8234,8,16,1983,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9761",8238,8,16,1983,11,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"9762",8264,8,16,1983,11,"DM","F",33,29,"Dipodomys","merriami","Rodent","Control"
"9763",8269,8,16,1983,11,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
"9764",8366,9,11,1983,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"9765",8367,9,11,1983,11,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"9766",8370,9,11,1983,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9767",8395,9,11,1983,11,"DM","F",36,36,"Dipodomys","merriami","Rodent","Control"
"9768",8482,10,16,1983,11,"DM","F",34,37,"Dipodomys","merriami","Rodent","Control"
"9769",8504,10,16,1983,11,"DM","F",33,37,"Dipodomys","merriami","Rodent","Control"
"9770",8521,10,16,1983,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9771",8548,10,16,1983,11,"DM","F",34,31,"Dipodomys","merriami","Rodent","Control"
"9772",8555,10,16,1983,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9773",8639,11,13,1983,11,"DM","M",36,38,"Dipodomys","merriami","Rodent","Control"
"9774",8680,11,13,1983,11,"DM","F",34,30,"Dipodomys","merriami","Rodent","Control"
"9775",8684,11,13,1983,11,"DM","F",36,30,"Dipodomys","merriami","Rodent","Control"
"9776",8763,12,9,1983,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9777",8791,12,9,1983,11,"DM","F",37,31,"Dipodomys","merriami","Rodent","Control"
"9778",8808,12,9,1983,11,"DM","F",35,32,"Dipodomys","merriami","Rodent","Control"
"9779",8880,2,5,1984,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9780",8890,2,5,1984,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9781",8907,2,5,1984,11,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"9782",8969,3,13,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9783",9035,4,10,1984,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9784",9160,5,13,1984,11,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"9785",9191,5,13,1984,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9786",9262,5,28,1984,11,"DM","M",35,29,"Dipodomys","merriami","Rodent","Control"
"9787",9274,5,28,1984,11,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"9788",9281,5,28,1984,11,"DM","F",32,32,"Dipodomys","merriami","Rodent","Control"
"9789",9366,7,4,1984,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"9790",9367,7,4,1984,11,"DM","F",34,38,"Dipodomys","merriami","Rodent","Control"
"9791",9368,7,4,1984,11,"DM","M",37,35,"Dipodomys","merriami","Rodent","Control"
"9792",9431,8,1,1984,11,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
"9793",9451,8,1,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9794",9503,8,26,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9795",9510,8,26,1984,11,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
"9796",9568,9,30,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9797",9609,9,30,1984,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9798",9610,9,30,1984,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9799",9678,10,21,1984,11,"DM","F",34,33,"Dipodomys","merriami","Rodent","Control"
"9800",9684,10,21,1984,11,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"9801",9691,10,21,1984,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9802",9707,10,21,1984,11,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"9803",9783,12,31,1984,11,"DM","F",34,34,"Dipodomys","merriami","Rodent","Control"
"9804",9788,12,31,1984,11,"DM","M",36,35,"Dipodomys","merriami","Rodent","Control"
"9805",9887,1,20,1985,11,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"9806",9918,1,20,1985,11,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"9807",10005,2,17,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9808",10032,2,17,1985,11,"DM","F",35,32,"Dipodomys","merriami","Rodent","Control"
"9809",10130,3,17,1985,11,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"9810",10326,4,21,1985,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9811",10330,4,21,1985,11,"DM","M",33,38,"Dipodomys","merriami","Rodent","Control"
"9812",10349,4,21,1985,11,"DM","F",36,53,"Dipodomys","merriami","Rodent","Control"
"9813",10359,4,21,1985,11,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"9814",10436,5,24,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9815",10446,5,24,1985,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9816",10504,6,16,1985,11,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"9817",10506,6,16,1985,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9818",10527,6,16,1985,11,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"9819",10534,6,16,1985,11,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"9820",10608,7,24,1985,11,"DM","F",39,40,"Dipodomys","merriami","Rodent","Control"
"9821",10632,7,24,1985,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9822",10683,8,20,1985,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9823",10702,8,20,1985,11,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"9824",10721,8,20,1985,11,"DM","F",34,46,"Dipodomys","merriami","Rodent","Control"
"9825",10785,9,22,1985,11,"DM","F",33,36,"Dipodomys","merriami","Rodent","Control"
"9826",10806,9,22,1985,11,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"9827",10813,9,22,1985,11,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"9828",10833,9,22,1985,11,"DM","F",34,40,"Dipodomys","merriami","Rodent","Control"
"9829",10925,10,13,1985,11,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"9830",10930,10,13,1985,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"9831",10957,10,13,1985,11,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"9832",11045,11,17,1985,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9833",11046,11,17,1985,11,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"9834",11052,11,17,1985,11,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"9835",11071,11,17,1985,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9836",11085,11,17,1985,11,"DM","F",33,38,"Dipodomys","merriami","Rodent","Control"
"9837",11175,12,8,1985,11,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"9838",11183,12,8,1985,11,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"9839",11194,12,8,1985,11,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"9840",11206,12,8,1985,11,"DM","F",38,38,"Dipodomys","merriami","Rodent","Control"
"9841",11224,12,8,1985,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"9842",11307,3,9,1986,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9843",11323,3,9,1986,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"9844",11338,3,9,1986,11,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"9845",11402,4,13,1986,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9846",11411,4,13,1986,11,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"9847",11431,4,13,1986,11,"DM","F",34,40,"Dipodomys","merriami","Rodent","Control"
"9848",11434,4,13,1986,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9849",11491,5,11,1986,11,"DM","F",37,50,"Dipodomys","merriami","Rodent","Control"
"9850",11534,5,11,1986,11,"DM","F",34,24,"Dipodomys","merriami","Rodent","Control"
"9851",11585,6,5,1986,11,"DM","F",38,44,"Dipodomys","merriami","Rodent","Control"
"9852",11609,6,5,1986,11,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"9853",11688,7,4,1986,11,"DM","F",35,29,"Dipodomys","merriami","Rodent","Control"
"9854",11697,7,4,1986,11,"DM","M",33,24,"Dipodomys","merriami","Rodent","Control"
"9855",11710,7,4,1986,11,"DM","F",33,24,"Dipodomys","merriami","Rodent","Control"
"9856",11721,7,4,1986,11,"DM","F",35,30,"Dipodomys","merriami","Rodent","Control"
"9857",11726,7,4,1986,11,"DM","F",35,35,"Dipodomys","merriami","Rodent","Control"
"9858",11776,8,10,1986,11,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"9859",11797,8,10,1986,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9860",11800,8,10,1986,11,"DM","F",33,49,"Dipodomys","merriami","Rodent","Control"
"9861",11804,8,10,1986,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9862",11852,9,7,1986,11,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"9863",11859,9,7,1986,11,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"9864",11874,9,7,1986,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9865",11883,9,7,1986,11,"DM","F",33,20,"Dipodomys","merriami","Rodent","Control"
"9866",11885,9,7,1986,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9867",11939,10,5,1986,11,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"9868",11942,10,5,1986,11,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"9869",11959,10,5,1986,11,"DM","F",34,43,"Dipodomys","merriami","Rodent","Control"
"9870",12038,11,16,1986,11,"DM","F",38,47,"Dipodomys","merriami","Rodent","Control"
"9871",12042,11,16,1986,11,"DM","M",35,37,"Dipodomys","merriami","Rodent","Control"
"9872",12064,11,16,1986,11,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"9873",12119,12,15,1986,11,"DM","M",34,27,"Dipodomys","merriami","Rodent","Control"
"9874",12147,12,15,1986,11,"DM","M",34,40,"Dipodomys","merriami","Rodent","Control"
"9875",12158,12,15,1986,11,"DM","F",36,28,"Dipodomys","merriami","Rodent","Control"
"9876",12163,12,15,1986,11,"DM","F",35,44,"Dipodomys","merriami","Rodent","Control"
"9877",12273,2,1,1987,11,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"9878",12281,2,1,1987,11,"DM","M",35,46,"Dipodomys","merriami","Rodent","Control"
"9879",12285,2,1,1987,11,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"9880",12290,2,1,1987,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9881",12294,2,1,1987,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"9882",12298,2,1,1987,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9883",12424,3,2,1987,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9884",12468,3,2,1987,11,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"9885",12579,4,6,1987,11,"DM","M",35,41,"Dipodomys","merriami","Rodent","Control"
"9886",12601,4,6,1987,11,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"9887",12728,4,26,1987,11,"DM","F",37,48,"Dipodomys","merriami","Rodent","Control"
"9888",12730,4,26,1987,11,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"9889",12732,4,26,1987,11,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"9890",12769,5,28,1987,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9891",12797,5,28,1987,11,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"9892",12862,5,28,1987,11,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"9893",13006,7,1,1987,11,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"9894",13013,7,1,1987,11,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"9895",13019,7,1,1987,11,"DM","F",38,49,"Dipodomys","merriami","Rodent","Control"
"9896",13285,8,26,1987,11,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"9897",13303,8,26,1987,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9898",13318,8,26,1987,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9899",13456,9,27,1987,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9900",13482,9,27,1987,11,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"9901",13595,10,25,1987,11,"DM","M",37,41,"Dipodomys","merriami","Rodent","Control"
"9902",13631,10,25,1987,11,"DM","F",36,37,"Dipodomys","merriami","Rodent","Control"
"9903",13788,11,22,1987,11,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"9904",13800,11,22,1987,11,"DM","F",35,35,"Dipodomys","merriami","Rodent","Control"
"9905",13806,11,22,1987,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9906",13823,11,22,1987,11,"DM","M",36,27,"Dipodomys","merriami","Rodent","Control"
"9907",13837,11,22,1987,11,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"9908",13949,1,24,1988,11,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"9909",13952,1,24,1988,11,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"9910",13988,1,24,1988,11,"DM","F",36,35,"Dipodomys","merriami","Rodent","Control"
"9911",13998,1,24,1988,11,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"9912",14001,1,24,1988,11,"DM","F",36,35,"Dipodomys","merriami","Rodent","Control"
"9913",14118,2,22,1988,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9914",14147,2,22,1988,11,"DM","F",36,35,"Dipodomys","merriami","Rodent","Control"
"9915",14153,2,22,1988,11,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"9916",14173,2,22,1988,11,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"9917",14179,2,22,1988,11,"DM","F",35,34,"Dipodomys","merriami","Rodent","Control"
"9918",14184,2,22,1988,11,"DM","M",35,33,"Dipodomys","merriami","Rodent","Control"
"9919",14187,2,22,1988,11,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"9920",14276,3,21,1988,11,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"9921",14282,3,21,1988,11,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"9922",14290,3,21,1988,11,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"9923",14310,3,21,1988,11,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"9924",14329,3,21,1988,11,"DM","F",35,38,"Dipodomys","merriami","Rodent","Control"
"9925",14333,3,21,1988,11,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"9926",14417,4,19,1988,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9927",14444,4,19,1988,11,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"9928",14448,4,19,1988,11,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"9929",14497,5,15,1988,11,"DM","M",32,26,"Dipodomys","merriami","Rodent","Control"
"9930",14500,5,15,1988,11,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"9931",14504,5,15,1988,11,"DM","M",39,47,"Dipodomys","merriami","Rodent","Control"
"9932",14514,5,15,1988,11,"DM","M",36,25,"Dipodomys","merriami","Rodent","Control"
"9933",14530,5,15,1988,11,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"9934",14594,6,12,1988,11,"DM","M",39,43,"Dipodomys","merriami","Rodent","Control"
"9935",14613,6,12,1988,11,"DM","M",37,34,"Dipodomys","merriami","Rodent","Control"
"9936",14644,6,12,1988,11,"DM","F",37,38,"Dipodomys","merriami","Rodent","Control"
"9937",14647,6,12,1988,11,"DM","F",37,52,"Dipodomys","merriami","Rodent","Control"
"9938",14651,6,12,1988,11,"DM","F",36,28,"Dipodomys","merriami","Rodent","Control"
"9939",14700,7,15,1988,11,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"9940",14715,7,15,1988,11,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"9941",14731,7,15,1988,11,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"9942",14810,8,10,1988,11,"DM","M",39,40,"Dipodomys","merriami","Rodent","Control"
"9943",14816,8,10,1988,11,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"9944",14834,8,10,1988,11,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"9945",14851,8,10,1988,11,"DM","F",36,31,"Dipodomys","merriami","Rodent","Control"
"9946",14907,9,12,1988,11,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"9947",14932,9,12,1988,11,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"9948",14996,10,9,1988,11,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"9949",14997,10,9,1988,11,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
