record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
17097,1,30,1990,3,RM,F,16,8
17195,2,25,1990,3,RM,F,17,14
17223,2,25,1990,3,RM,F,16,8
17238,2,25,1990,3,RM,F,17,13
17302,3,30,1990,3,RM,F,17,10
17344,3,30,1990,3,RM,M,17,10
17447,4,26,1990,3,RM,F,17,13
17463,4,26,1990,3,RM,F,16,8
17464,4,26,1990,3,RM,F,18,12
17469,4,26,1990,3,RM,F,16,8
17480,4,26,1990,3,RM,M,18,10
17556,5,25,1990,3,RM,F,16,8
17573,5,25,1990,3,RM,F,14,8
17631,6,22,1990,3,RM,M,16,9
17702,7,22,1990,3,RM,F,15,11
17791,8,17,1990,3,RM,F,15,9
17916,10,16,1990,3,RM,M,16,10
18027,11,11,1990,3,RM,F,17,15
18053,11,11,1990,3,RM,M,16,8
18140,12,16,1990,3,RM,F,17,15
18152,12,16,1990,3,RM,F,15,11
18169,12,16,1990,3,RM,M,16,10
18272,1,12,1991,3,RM,M,16,9
18411,2,17,1991,3,RM,F,16,13
18502,3,14,1991,3,RM,M,17,14
18507,3,14,1991,3,RM,F,17,10
18864,7,13,1991,3,RM,M,15,7
19291,11,14,1991,3,RM,M,16,8
19298,11,14,1991,3,RM,F,17,9
19480,12,8,1991,3,RM,M,16,9
19491,12,8,1991,3,RM,M,16,9
19493,12,8,1991,3,RM,M,15,11
19495,12,8,1991,3,RM,M,15,9
19586,1,9,1992,3,RM,M,17,8
19702,2,7,1992,3,RM,M,17,9
19765,3,7,1992,3,RM,F,16,10
19808,3,7,1992,3,RM,M,16,11
19812,3,7,1992,3,RM,M,16,10
20053,5,31,1992,3,RM,M,17,13
20150,7,4,1992,3,RM,F,16,9
20508,10,19,1992,3,RM,M,16,14
20513,10,19,1992,3,RM,F,12,10
20563,12,22,1992,3,RM,F,17,12
20623,1,25,1993,3,RM,M,17,9
20670,2,26,1993,3,RM,M,16,10
20676,2,26,1993,3,RM,M,17,12
20741,3,18,1993,3,RM,M,18,11
20742,3,18,1993,3,RM,F,18,12
20810,4,24,1993,3,RM,F,17,15
21075,8,20,1993,3,RM,F,17,10
21136,9,17,1993,3,RM,F,16,11
21144,9,17,1993,3,RM,F,17,10
21201,10,16,1993,3,RM,M,16,11
21301,12,15,1993,3,RM,F,16,6
21363,2,2,1994,3,RM,M,17,7
21459,3,12,1994,3,RM,F,16,9
21522,4,11,1994,3,RM,M,16,9
21524,4,11,1994,3,RM,F,17,11
21695,7,9,1994,3,RM,M,17,12
21699,7,9,1994,3,RM,F,22,11
21788,9,7,1994,3,RM,F,18,14
21843,10,13,1994,3,RM,F,18,14
21980,12,5,1994,3,RM,F,16,16
23075,12,3,1995,3,RM,M,17,10
23191,12,22,1995,3,RM,F,17,10
23758,4,15,1996,3,RM,M,18,12
23776,4,15,1996,3,RM,M,18,11
24725,11,17,1996,3,RM,M,17,11
25055,2,9,1997,3,RM,M,18,11
25877,5,11,1997,3,RM,F,17,18
27180,11,22,1997,3,RM,F,16,10
29093,1,17,1999,3,RM,M,15,13
5174,1,1,1982,3,PM,M,20,24
8677,11,13,1983,3,PM,M,22,21
10101,3,17,1985,3,PM,M,18,11
10306,4,21,1985,3,PM,M,19,21
12027,11,16,1986,3,PM,F,20,18
12035,11,16,1986,3,PM,M,20,21
12162,12,15,1986,3,PM,F,20,23
12247,2,1,1987,3,PM,F,19,10
12268,2,1,1987,3,PM,F,20,29
12304,2,1,1987,3,PM,M,20,24
12308,2,1,1987,3,PM,F,17,9
12312,2,1,1987,3,PM,M,20,19
12315,2,1,1987,3,PM,F,18,8
12429,3,2,1987,3,PM,M,20,24
12452,3,2,1987,3,PM,F,20,27
12677,4,26,1987,3,PM,M,21,14
12714,4,26,1987,3,PM,M,21,21
12717,4,26,1987,3,PM,M,20,14
12751,5,28,1987,3,PM,M,19,14
13447,9,27,1987,3,PM,F,21,25
13577,10,25,1987,3,PM,M,20,27
13618,10,25,1987,3,PM,F,21,27
13765,11,22,1987,3,PM,F,20,24
14175,2,22,1988,3,PM,M,21,27
14189,2,22,1988,3,PM,F,21,27
14264,3,21,1988,3,PM,M,21,25
14280,3,21,1988,3,PM,F,22,11
14326,3,21,1988,3,PM,M,21,12
14341,3,21,1988,3,PM,M,21,26
23195,12,22,1995,3,PM,M,21,24
24742,11,17,1996,3,PM,M,21,19
25032,2,9,1997,3,PM,M,20,22
25566,4,13,1997,3,PM,M,20,17
25655,4,13,1997,3,PM,M,20,19
25663,4,13,1997,3,PM,M,21,24
28734,10,25,1998,3,PM,M,20,21
29375,3,15,1999,3,PM,M,26,22
33436,2,9,2002,3,PM,M,20,19
5764,4,29,1982,3,RF,M,17,12
14610,6,12,1988,3,RF,F,20,15
15138,11,6,1988,3,RF,F,18,16
16519,10,7,1989,3,RF,F,18,16
25594,4,13,1997,3,RF,F,17,20
24480,9,22,1996,3,PB,F,27,26
24621,10,13,1996,3,PB,F,27,30
24737,11,17,1996,3,PB,F,27,33
24886,12,19,1996,3,PB,F,27,39
25085,2,9,1997,3,PB,F,27,35
25309,3,16,1997,3,PB,M,27,34
25335,3,16,1997,3,PB,F,28,48
25854,5,11,1997,3,PB,M,26,20
25893,5,11,1997,3,PB,F,27,47
25949,6,9,1997,3,PB,F,26,29
25965,6,9,1997,3,PB,F,27,28
25983,6,9,1997,3,PB,F,28,36
26003,6,9,1997,3,PB,M,27,33
26305,7,9,1997,3,PB,M,26,21
26358,7,9,1997,3,PB,F,28,37
26418,7,9,1997,3,PB,F,27,30
26423,7,9,1997,3,PB,M,27,30
26477,7,9,1997,3,PB,M,26,33
26705,7,30,1997,3,PB,F,27,38
26891,9,28,1997,3,PB,F,27,31
26893,9,28,1997,3,PB,F,26,35
26913,9,28,1997,3,PB,F,27,29
26926,9,28,1997,3,PB,M,26,31
27082,10,26,1997,3,PB,F,27,35
27105,10,26,1997,3,PB,F,27,30
27197,11,22,1997,3,PB,M,27,35
27210,11,22,1997,3,PB,F,26,28
27278,11,22,1997,3,PB,M,26,35
27375,12,29,1997,3,PB,F,26,30
27496,2,1,1998,3,PB,F,26,37
27820,5,3,1998,3,PB,M,26,20
27976,5,29,1998,3,PB,F,27,41
27993,5,29,1998,3,PB,M,26,29
28005,5,29,1998,3,PB,F,26,34
28092,6,28,1998,3,PB,M,28,27
28120,6,28,1998,3,PB,F,24,35
28134,6,28,1998,3,PB,M,26,30
28141,6,28,1998,3,PB,F,26,19
28153,6,28,1998,3,PB,F,26,23
28157,6,28,1998,3,PB,F,25,26
28162,6,28,1998,3,PB,F,27,36
28247,7,19,1998,3,PB,F,26,25
28251,7,19,1998,3,PB,F,26,46
28259,7,19,1998,3,PB,F,26,32
28264,7,19,1998,3,PB,M,27,26
28292,7,19,1998,3,PB,M,26,35
28305,7,19,1998,3,PB,M,26,25
28311,7,19,1998,3,PB,F,24,30
28405,8,23,1998,3,PB,M,26,31
28407,8,23,1998,3,PB,M,26,26
28408,8,23,1998,3,PB,M,26,25
28410,8,23,1998,3,PB,F,26,34
28412,8,23,1998,3,PB,F,27,29
28413,8,23,1998,3,PB,M,26,20
28415,8,23,1998,3,PB,M,25,18
28416,8,23,1998,3,PB,F,25,30
28417,8,23,1998,3,PB,F,26,26
28563,9,20,1998,3,PB,M,26,26
28565,9,20,1998,3,PB,M,26,27
28566,9,20,1998,3,PB,M,26,30
28567,9,20,1998,3,PB,M,27,39
28568,9,20,1998,3,PB,F,26,29
28569,9,20,1998,3,PB,F,26,38
28570,9,20,1998,3,PB,M,26,28
28571,9,20,1998,3,PB,M,25,23
28572,9,20,1998,3,PB,M,25,24
28573,9,20,1998,3,PB,F,26,29
28737,10,25,1998,3,PB,M,26,37
28738,10,25,1998,3,PB,M,25,26
28739,10,25,1998,3,PB,F,27,35
28740,10,25,1998,3,PB,M,26,24
28742,10,25,1998,3,PB,F,25,28
28743,10,25,1998,3,PB,M,26,24
28744,10,25,1998,3,PB,F,26,27
28864,11,22,1998,3,PB,M,26,28
28865,11,22,1998,3,PB,F,27,26
28866,11,22,1998,3,PB,F,26,35
28867,11,22,1998,3,PB,M,26,30
28869,11,22,1998,3,PB,M,26,41
28871,11,22,1998,3,PB,F,26,31
28872,11,22,1998,3,PB,F,26,28
28974,12,23,1998,3,PB,F,26,28
28975,12,23,1998,3,PB,M,26,40
28976,12,23,1998,3,PB,M,25,28
28977,12,23,1998,3,PB,F,25,32
28978,12,23,1998,3,PB,F,26,30
28979,12,23,1998,3,PB,F,27,36
29091,1,17,1999,3,PB,F,26,32
29092,1,17,1999,3,PB,M,26,29
29095,1,17,1999,3,PB,F,26,29
29096,1,17,1999,3,PB,M,26,43
29097,1,17,1999,3,PB,F,26,35
29232,2,21,1999,3,PB,F,26,30
29233,2,21,1999,3,PB,M,27,47
29234,2,21,1999,3,PB,M,26,28
29236,2,21,1999,3,PB,F,26,34
29238,2,21,1999,3,PB,M,26,44
29370,3,15,1999,3,PB,M,27,41
29371,3,15,1999,3,PB,F,27,35
29373,3,15,1999,3,PB,M,26,27
29374,3,15,1999,3,PB,F,27,32
29492,4,18,1999,3,PB,F,26,32
29493,4,18,1999,3,PB,F,26,35
29494,4,18,1999,3,PB,M,25,17
29495,4,18,1999,3,PB,F,26,33
29496,4,18,1999,3,PB,F,25,18
29497,4,18,1999,3,PB,F,26,28
29499,4,18,1999,3,PB,M,26,37
29501,4,18,1999,3,PB,M,26,26
29502,4,18,1999,3,PB,F,26,28
29503,4,18,1999,3,PB,M,26,36
29627,5,16,1999,3,PB,F,26,21
29628,5,16,1999,3,PB,F,27,43
29629,5,16,1999,3,PB,F,26,37
29630,5,16,1999,3,PB,F,27,35
29632,5,16,1999,3,PB,M,25,19
29633,5,16,1999,3,PB,F,26,17
29635,5,16,1999,3,PB,F,27,28
29636,5,16,1999,3,PB,M,27,36
29768,6,13,1999,3,PB,F,26,36
29769,6,13,1999,3,PB,F,26,30
29770,6,13,1999,3,PB,F,27,26
29771,6,13,1999,3,PB,M,26,24
29772,6,13,1999,3,PB,F,26,21
29773,6,13,1999,3,PB,M,27,38
29774,6,13,1999,3,PB,F,26,24
29775,6,13,1999,3,PB,F,26,18
29838,9,12,1999,3,PB,F,26,29
29839,9,12,1999,3,PB,M,26,23
29900,10,10,1999,3,PB,F,25,22
29901,10,10,1999,3,PB,M,26,26
29902,10,10,1999,3,PB,M,26,24
29996,11,7,1999,3,PB,M,26,23
29997,11,7,1999,3,PB,F,25,30
29998,11,7,1999,3,PB,F,25,29
29999,11,7,1999,3,PB,M,25,35
30111,12,6,1999,3,PB,F,25,29
30114,12,6,1999,3,PB,F,27,28
30115,12,6,1999,3,PB,F,26,28
30116,12,6,1999,3,PB,M,26,29
30221,1,10,2000,3,PB,F,25,29
30222,1,10,2000,3,PB,M,26,36
30223,1,10,2000,3,PB,F,26,30
30224,1,10,2000,3,PB,F,26,28
30226,1,10,2000,3,PB,M,27,52
30358,2,6,2000,3,PB,M,27,51
30360,2,6,2000,3,PB,F,27,38
30361,2,6,2000,3,PB,M,26,39
30362,2,6,2000,3,PB,F,24,26
30364,2,6,2000,3,PB,F,28,33
30502,3,5,2000,3,PB,F,26,43
30503,3,5,2000,3,PB,F,26,29
30504,3,5,2000,3,PB,F,27,40
30505,3,5,2000,3,PB,M,27,49
30716,4,31,2000,3,PB,F,24,35
30717,4,31,2000,3,PB,M,26,27
30718,4,31,2000,3,PB,F,26,30
30719,4,31,2000,3,PB,M,26,27
30804,6,4,2000,3,PB,F,25,31
30805,6,4,2000,3,PB,M,26,25
30806,6,4,2000,3,PB,F,26,32
30807,6,4,2000,3,PB,M,26,22
30808,6,4,2000,3,PB,F,26,34
30810,6,4,2000,3,PB,F,26,22
30811,6,4,2000,3,PB,M,26,21
30812,6,4,2000,3,PB,F,26,36
30813,6,4,2000,3,PB,F,26,33
30814,6,4,2000,3,PB,M,26,36
30815,6,4,2000,3,PB,M,25,20
30988,7,2,2000,3,PB,M,26,31
30989,7,2,2000,3,PB,M,26,32
30991,7,2,2000,3,PB,M,26,23
30992,7,2,2000,3,PB,M,24,40
30994,7,2,2000,3,PB,F,25,33
30995,7,2,2000,3,PB,F,24,34
30996,7,2,2000,3,PB,F,25,37
30998,7,2,2000,3,PB,M,25,26
31159,7,22,2000,3,PB,M,26,41
31160,7,22,2000,3,PB,M,26,28
31161,7,22,2000,3,PB,M,26,19
31162,7,22,2000,3,PB,F,26,31
31163,7,22,2000,3,PB,M,26,31
31164,7,22,2000,3,PB,F,26,32
31165,7,22,2000,3,PB,F,25,28
31166,7,22,2000,3,PB,M,27,31
31178,7,23,2000,3,PB,F,26,35
31179,7,23,2000,3,PB,F,25,30
31273,8,26,2000,3,PB,F,25,32
31275,8,26,2000,3,PB,F,26,31
31277,8,26,2000,3,PB,F,25,31
31278,8,26,2000,3,PB,M,26,30
31279,8,26,2000,3,PB,M,28,31
31280,8,26,2000,3,PB,F,26,34
31443,9,31,2000,3,PB,F,25,28
31444,9,31,2000,3,PB,M,25,29
31446,9,31,2000,3,PB,F,25,32
31447,9,31,2000,3,PB,M,26,32
31448,9,31,2000,3,PB,M,27,32
31557,11,26,2000,3,PB,M,26,32
31558,11,26,2000,3,PB,M,27,31
31559,11,26,2000,3,PB,F,25,29
31561,11,26,2000,3,PB,M,26,28
31562,11,26,2000,3,PB,M,27,32
31667,12,23,2000,3,PB,M,26,42
31669,12,23,2000,3,PB,F,25,30
31670,12,23,2000,3,PB,M,26,28
31672,12,23,2000,3,PB,M,26,35
31751,1,22,2001,3,PB,M,25,40
31752,1,22,2001,3,PB,F,25,30
31753,1,22,2001,3,PB,M,26,40
31756,1,22,2001,3,PB,M,26,29
31888,3,25,2001,3,PB,M,26,34
31889,3,25,2001,3,PB,F,27,36
31890,3,25,2001,3,PB,M,27,44
31991,4,22,2001,3,PB,F,27,40
31992,4,22,2001,3,PB,M,24,34
32090,5,27,2001,3,PB,M,28,30
32254,7,22,2001,3,PB,M,28,37
32255,7,22,2001,3,PB,M,26,32
32257,7,22,2001,3,PB,M,26,20
32258,7,22,2001,3,PB,F,26,21
32259,7,22,2001,3,PB,M,27,37
32260,7,22,2001,3,PB,M,26,39
32261,7,22,2001,3,PB,M,26,33
32262,7,22,2001,3,PB,F,27,27
32265,7,22,2001,3,PB,F,26,30
32482,8,26,2001,3,PB,M,26,40
32484,8,26,2001,3,PB,M,27,33
32485,8,26,2001,3,PB,M,26,34
32487,8,26,2001,3,PB,M,28,42
32488,8,26,2001,3,PB,F,25,28
32489,8,26,2001,3,PB,M,27,42
32697,9,23,2001,3,PB,M,27,35
32698,9,23,2001,3,PB,F,26,34
32699,9,23,2001,3,PB,M,26,35
32700,9,23,2001,3,PB,F,25,28
32701,9,23,2001,3,PB,M,27,40
32703,9,23,2001,3,PB,M,27,49
32705,9,23,2001,3,PB,M,27,41
32706,9,23,2001,3,PB,F,26,27
32894,10,14,2001,3,PB,F,27,32
32897,10,14,2001,3,PB,F,25,28
32900,10,14,2001,3,PB,F,27,29
32903,10,14,2001,3,PB,M,27,49
32905,10,14,2001,3,PB,M,26,35
32906,10,14,2001,3,PB,M,28,42
32908,10,14,2001,3,PB,F,26,34
32909,10,14,2001,3,PB,M,26,37
33115,11,18,2001,3,PB,F,26,29
33116,11,18,2001,3,PB,F,27,32
33118,11,18,2001,3,PB,M,28,47
33124,11,18,2001,3,PB,M,27,37
33125,11,18,2001,3,PB,F,25,30
33126,11,18,2001,3,PB,F,26,32
33127,11,18,2001,3,PB,F,27,34
33128,11,18,2001,3,PB,M,27,38
33416,2,9,2002,3,PB,M,26,44
33418,2,9,2002,3,PB,F,26,26
33421,2,9,2002,3,PB,F,26,28
33422,2,9,2002,3,PB,M,30,55
33427,2,9,2002,3,PB,M,26,41
33430,2,9,2002,3,PB,F,26,32
33433,2,9,2002,3,PB,F,27,32
33642,3,14,2002,3,PB,F,27,31
33643,3,14,2002,3,PB,F,26,32
33645,3,14,2002,3,PB,F,25,31
33648,3,14,2002,3,PB,M,29,55
33649,3,14,2002,3,PB,M,26,41
33651,3,14,2002,3,PB,M,26,40
33653,3,14,2002,3,PB,F,26,39
33852,4,17,2002,3,PB,M,27,51
33853,4,17,2002,3,PB,F,26,38
33854,4,17,2002,3,PB,M,26,39
33855,4,17,2002,3,PB,F,26,34
33856,4,17,2002,3,PB,F,26,39
33861,4,17,2002,3,PB,F,25,32
34048,5,16,2002,3,PB,F,26,17
34051,5,16,2002,3,PB,F,27,39
34054,5,16,2002,3,PB,M,27,48
34055,5,16,2002,3,PB,F,26,32
34056,5,16,2002,3,PB,F,25,18
34061,5,16,2002,3,PB,M,27,37
34062,5,16,2002,3,PB,M,29,39
34289,6,16,2002,3,PB,F,27,32
34293,6,16,2002,3,PB,M,26,34
34296,6,16,2002,3,PB,M,26,36
34299,6,16,2002,3,PB,F,25,34
34532,7,14,2002,3,PB,F,25,34
34534,7,14,2002,3,PB,F,26,34
34537,7,14,2002,3,PB,M,27,42
34542,7,14,2002,3,PB,F,26,27
34543,7,14,2002,3,PB,F,27,33
34545,7,14,2002,3,PB,M,26,31
34546,7,14,2002,3,PB,M,27,35
34733,9,10,2002,3,PB,F,27,46
34734,9,10,2002,3,PB,M,28,45
34867,10,6,2002,3,PB,M,27,40
34868,10,6,2002,3,PB,M,28,48
34869,10,6,2002,3,PB,F,26,32
34870,10,6,2002,3,PB,F,26,36
34871,10,6,2002,3,PB,F,26,34
34873,10,6,2002,3,PB,F,25,33
34874,10,6,2002,3,PB,F,25,15
34875,10,6,2002,3,PB,M,26,39
34878,10,6,2002,3,PB,M,27,44
34879,10,6,2002,3,PB,F,26,17
35102,11,10,2002,3,PB,F,27,38
35103,11,10,2002,3,PB,M,26,49
35104,11,10,2002,3,PB,F,27,28
35105,11,10,2002,3,PB,F,27,23
35106,11,10,2002,3,PB,F,27,30
35107,11,10,2002,3,PB,F,26,25
35108,11,10,2002,3,PB,F,26,33
35109,11,10,2002,3,PB,M,28,49
35110,11,10,2002,3,PB,M,28,45
35111,11,10,2002,3,PB,M,27,44
35113,11,10,2002,3,PB,F,27,24
35285,12,8,2002,3,PB,F,26,26
35286,12,8,2002,3,PB,F,27,38
35287,12,8,2002,3,PB,F,26,29
35288,12,8,2002,3,PB,F,27,36
35289,12,8,2002,3,PB,M,26,49
35290,12,8,2002,3,PB,F,25,30
35291,12,8,2002,3,PB,F,25,25
35292,12,8,2002,3,PB,M,27,43
35293,12,8,2002,3,PB,F,26,26
35294,12,8,2002,3,PB,F,26,34
35295,12,8,2002,3,PB,M,27,46
35491,12,31,2002,3,PB,M,26,46
35492,12,31,2002,3,PB,F,26,26
35493,12,31,2002,3,PB,F,26,34
35494,12,31,2002,3,PB,M,28,43
1168,8,5,1978,15,NL,F,31,196
4692,7,30,1981,15,NL,M,33,174
5797,4,29,1982,15,NL,M,31,129
5920,5,22,1982,15,NL,M,33,164
6476,8,16,1982,15,NL,M,33,178
6488,8,16,1982,15,NL,F,30,137
6756,10,23,1982,15,NL,M,34,185
8033,6,18,1983,15,NL,F,29,117
8144,7,17,1983,15,NL,F,31,134
8265,8,16,1983,15,NL,F,30,145
8364,9,11,1983,15,NL,F,31,146
8456,10,15,1983,15,NL,M,34,233
8668,11,13,1983,15,NL,F,32,148
8778,12,9,1983,15,NL,F,33,148
8869,2,5,1984,15,NL,M,33,259
9027,4,10,1984,15,NL,M,33,217
9254,5,28,1984,15,NL,F,33,142
9255,5,28,1984,15,NL,M,35,224
9344,7,4,1984,15,NL,F,32,135
9360,7,4,1984,15,NL,F,28,50
9442,8,1,1984,15,NL,F,32,135
9506,8,26,1984,15,NL,M,34,216
13424,9,27,1987,15,NL,F,33,179
13815,11,22,1987,15,NL,F,35,190
13944,1,24,1988,15,NL,F,32,198
14112,2,22,1988,15,NL,F,33,186
14493,5,15,1988,15,NL,M,33,105
14640,6,12,1988,15,NL,M,31,148
14698,7,15,1988,15,NL,F,33,143
14702,7,15,1988,15,NL,M,34,180
14795,8,10,1988,15,NL,F,33,150
14807,8,10,1988,15,NL,M,30,188
15391,1,11,1989,15,NL,F,33,187
17317,3,30,1990,15,NL,M,34,243
26695,7,30,1997,15,NL,M,35,231
27374,12,29,1997,15,NL,F,33,139
27810,5,3,1998,15,NL,F,34,140
28116,6,28,1998,15,NL,F,33,76
28257,7,19,1998,15,NL,F,35,187
28630,9,21,1998,15,NL,M,32,147
32356,7,22,2001,15,NL,F,26,146
316,10,17,1977,15,DM,M,37,48
635,2,20,1978,15,DM,M,38,49
641,2,20,1978,15,DM,M,38,50
643,2,20,1978,15,DM,F,35,40
712,3,13,1978,15,DM,M,36,48
716,3,13,1978,15,DM,M,35,45
724,3,13,1978,15,DM,M,37,48
729,3,13,1978,15,DM,M,36,46
827,4,10,1978,15,DM,M,36,47
900,5,18,1978,15,DM,M,37,41
2220,11,18,1979,15,DM,M,34,46
2221,11,18,1979,15,DM,F,35,45
2222,11,18,1979,15,DM,F,35,42
2356,1,16,1980,15,DM,F,34,39
2357,1,16,1980,15,DM,M,37,36
2358,1,16,1980,15,DM,F,36,39
2491,2,25,1980,15,DM,M,36,46
2492,2,25,1980,15,DM,F,37,42
2493,2,25,1980,15,DM,M,34,44
3489,11,9,1980,15,DM,M,35,47
3490,11,9,1980,15,DM,F,35,39
3491,11,9,1980,15,DM,F,36,40
3615,12,16,1980,15,DM,F,36,41
3616,12,16,1980,15,DM,F,34,48
4421,5,4,1981,15,DM,F,35,38
4425,5,4,1981,15,DM,F,34,47
4427,5,4,1981,15,DM,M,36,45
4436,5,4,1981,15,DM,M,35,46
4443,5,4,1981,15,DM,M,37,47
6722,10,23,1982,15,DM,M,36,43
9197,5,13,1984,15,DM,F,37,43
10016,2,17,1985,15,DM,F,33,32
10111,3,17,1985,15,DM,F,39,43
11732,7,4,1986,15,DM,F,35,29
15640,2,5,1989,15,DM,M,35,44
22218,4,2,1995,15,DM,F,36,37
23078,12,3,1995,15,DM,M,39,47
23270,1,28,1996,15,DM,F,35,37
23337,1,28,1996,15,DM,M,38,51
23339,1,28,1996,15,DM,F,37,43
23480,2,25,1996,15,DM,M,38,50
23486,2,25,1996,15,DM,F,37,43
23488,2,25,1996,15,DM,F,35,47
23635,3,24,1996,15,DM,M,39,48
23806,4,15,1996,15,DM,M,38,35
23965,5,24,1996,15,DM,M,36,42
24243,7,21,1996,15,DM,M,38,46
24338,8,15,1996,15,DM,M,37,41
24474,9,22,1996,15,DM,M,38,48
34395,6,16,2002,15,DM,M,36,35
34654,7,14,2002,15,DM,F,36,42
34926,10,6,2002,15,DM,F,36,46
34936,10,6,2002,15,DM,M,37,45
1265,9,4,1978,15,PF,F,16,6
1386,10,8,1978,15,PF,F,15,7
2147,11,17,1979,15,PF,M,14,6
2380,1,16,1980,15,PF,M,14,7
2405,1,16,1980,15,PF,F,16,7
2516,2,25,1980,15,PF,M,14,7
2966,5,18,1980,15,PF,M,14,7
2967,5,18,1980,15,PF,M,14,7
2989,5,18,1980,15,PF,F,14,8
3163,7,22,1980,15,PF,M,16,7
3175,7,22,1980,15,PF,F,14,8
3221,8,14,1980,15,PF,F,16,9
3294,9,8,1980,15,PF,M,15,8
3308,9,8,1980,15,PF,F,15,6
3313,9,8,1980,15,PF,F,14,8
3783,1,12,1981,15,PF,F,15,7
3866,2,1,1981,15,PF,F,15,8
4000,3,9,1981,15,PF,F,16,6
4474,5,4,1981,15,PF,M,14,7
4527,6,4,1981,15,PF,M,15,7
4660,7,8,1981,15,PF,M,15,8
4799,8,31,1981,15,PF,M,16,9
5290,1,25,1982,15,PF,F,15,7
5398,2,23,1982,15,PF,M,16,7
5618,3,30,1982,15,PF,F,16,9
5781,4,29,1982,15,PF,M,17,7
5813,4,29,1982,15,PF,F,16,6
5924,5,22,1982,15,PF,F,16,9
5944,5,22,1982,15,PF,M,16,8
6431,8,16,1982,15,PF,F,15,7
6455,8,16,1982,15,PF,M,16,5
6507,8,16,1982,15,PF,M,15,8
6712,10,23,1982,15,PF,M,16,6
6999,11,21,1982,15,PF,M,16,6
7431,2,27,1983,15,PF,M,16,6
7551,3,15,1983,15,PF,M,16,6
7581,3,15,1983,15,PF,M,16,7
7593,3,15,1983,15,PF,M,16,7
7725,4,17,1983,15,PF,M,16,8
7746,4,17,1983,15,PF,M,17,7
7900,5,15,1983,15,PF,M,16,8
17318,3,30,1990,15,PF,M,15,7
17962,10,17,1990,15,PF,M,14,7
18058,11,11,1990,15,PF,M,14,7
18161,12,16,1990,15,PF,M,15,7
18253,1,12,1991,15,PF,M,15,7
20131,7,4,1992,15,PF,M,20,25
21017,7,15,1993,15,PF,F,15,8
21064,8,20,1993,15,PF,M,15,8
21130,9,17,1993,15,PF,F,15,8
21183,10,16,1993,15,PF,F,15,9
21248,11,14,1993,15,PF,F,16,7
21304,12,15,1993,15,PF,F,16,7
21364,2,3,1994,15,PF,F,16,8
21422,2,22,1994,15,PF,F,15,8
22742,9,24,1995,15,PF,F,15,7
22773,9,24,1995,15,PF,M,16,9
22787,9,24,1995,15,PF,F,15,8
22792,9,24,1995,15,PF,M,17,10
22946,10,29,1995,15,PF,F,16,11
22949,10,29,1995,15,PF,M,15,7
22963,10,29,1995,15,PF,M,15,8
23057,12,3,1995,15,PF,M,16,7
23063,12,3,1995,15,PF,M,15,9
23066,12,3,1995,15,PF,F,16,8
23178,12,22,1995,15,PF,M,16,11
23188,12,22,1995,15,PF,F,16,9
23280,1,28,1996,15,PF,F,16,9
23289,1,28,1996,15,PF,M,16,11
23448,2,25,1996,15,PF,M,17,11
23470,2,25,1996,15,PF,F,17,9
23477,2,25,1996,15,PF,M,16,8
23491,2,25,1996,15,PF,F,15,10
23745,4,15,1996,15,PF,M,14,7
23761,4,15,1996,15,PF,F,16,7
23786,4,15,1996,15,PF,F,15,12
23802,4,15,1996,15,PF,M,17,8
23822,4,15,1996,15,PF,F,16,13
23831,4,15,1996,15,PF,M,15,12
23847,4,15,1996,15,PF,M,15,10
23874,4,15,1996,15,PF,F,15,9
23880,4,15,1996,15,PF,M,14,12
23956,5,24,1996,15,PF,M,16,9
23961,5,24,1996,15,PF,F,12,9
23968,5,24,1996,15,PF,F,16,11
23971,5,24,1996,15,PF,M,15,8
23973,5,24,1996,15,PF,F,15,8
23984,5,24,1996,15,PF,F,16,9
23992,5,24,1996,15,PF,F,15,8
24093,6,14,1996,15,PF,M,16,8
24113,6,14,1996,15,PF,F,16,10
24161,6,14,1996,15,PF,F,17,10
24235,7,21,1996,15,PF,M,17,10
24463,9,22,1996,15,PF,F,15,10
24468,9,22,1996,15,PF,F,16,9
24478,9,22,1996,15,PF,F,15,7
24496,9,22,1996,15,PF,F,15,8
24641,10,13,1996,15,PF,F,16,9
24727,11,17,1996,15,PF,F,15,9
24768,11,17,1996,15,PF,F,16,7
25139,2,9,1997,15,PF,F,16,7
25146,2,9,1997,15,PF,F,16,6
25152,2,9,1997,15,PF,F,16,8
25379,3,16,1997,15,PF,F,15,6
25409,3,16,1997,15,PF,F,15,9
25573,4,13,1997,15,PF,M,14,8
25583,4,13,1997,15,PF,F,16,9
25622,4,13,1997,15,PF,F,15,9
25637,4,13,1997,15,PF,M,16,9
25647,4,13,1997,15,PF,F,16,8
25652,4,13,1997,15,PF,M,15,8
25673,4,13,1997,15,PF,M,14,8
25844,5,11,1997,15,PF,M,17,10
25858,5,11,1997,15,PF,F,15,9
25913,5,11,1997,15,PF,M,16,8
26161,6,11,1997,15,PF,F,16,9
26231,7,9,1997,15,PF,M,17,9
26273,7,9,1997,15,PF,F,16,8
26687,7,30,1997,15,PF,M,16,9
26700,7,30,1997,15,PF,F,15,10
26709,7,30,1997,15,PF,F,15,8
26881,9,28,1997,15,PF,F,16,7
26884,9,28,1997,15,PF,F,15,7
28128,6,28,1998,15,PF,F,16,8
